x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
Run/Bounds,F_min,τ_r0,τ_nr0,τ_2t,τ_1t,τ_1e,τ_1d,α,β,r,C,η_01,η_02,η_03,η_04,η_05,Seed
Run 1,-2.872020962425089e8,143.11927294617703,489.2409202528309,122.58677191350182,7.354205497946212,280208.1028128961,428.7510638453104,710.6817035925368,532.3457408174385,39.75190024822313,25401.222051810277,4.5274331417869304e-5,0.00044045855173680204,0.004656031530896722,0.03648088375414892,0.3252374657324998,1.90109812775289e18
LB,x,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0e-6,1.0e-6,1.0e-6,1.0e-6,1.0e-6,x
UP,x,5000.0,5000.0,1000.0,1000.0,1.0e9,1000.0,10000.0,10000.0,1000.0,1.0e6,0.5,0.5,0.5,0.5,0.5,x
