x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
Run/Bounds,F_min,τ_r0,τ_nr0,τ_2t,τ_1t,τ_1e,τ_1d,α,β,r,C,η_01,η_02,η_03,η_04,η_05,Seed
Run 1,-2.8720209619448054e8,143.48262902137697,485.78464324078004,122.46873014239475,7.353888905471917,279928.0661011697,428.56760627489587,705.9007327885331,528.6242565649912,38.809622471343644,25221.776773347614,4.5591066140429726e-5,0.00044360373682358824,0.004688999527579008,0.03673561059736396,0.3271068432579689,4.2794549257747574e18
LB,x,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0e-6,1.0e-6,1.0e-6,1.0e-6,1.0e-6,x
UP,x,5000.0,5000.0,1000.0,1000.0,1.0e9,1000.0,10000.0,10000.0,1000.0,1.0e6,0.5,0.5,0.5,0.5,0.5,x
