x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
Run/Bounds,F_min,τ_r0,τ_nr0,τ_2t,τ_1t,τ_1e,τ_1d,α,β,r,C,η_01,η_02,η_03,η_04,η_05,Seed
Run 1,-2.872020953780187e8,145.39102392653137,467.8421900077772,122.67286782909135,7.353865519918422,280548.66656082426,428.66403307886344,678.9439397480263,506.7402057341618,34.73408451851341,24274.19641508271,4.7375975185261555e-5,0.00046089291472687483,0.004871723274557077,0.03814402688913838,0.337445926123378,5.788462581571513e18
LB,x,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0e-6,1.0e-6,1.0e-6,1.0e-6,1.0e-6,x
UP,x,5000.0,5000.0,1000.0,1000.0,1.0e9,1000.0,10000.0,10000.0,1000.0,1.0e6,0.5,0.5,0.5,0.5,0.5,x
