t,name,resid
0,Transient 1,-4.577633637611171
0,Transient 2,-23.785604937748975
0,Transient 3,-54.302617533829526
0,Transient 4,-36.07357347602529
0,Transient 5,24.416483552116546
0.2560491614390088,Transient 1,0.5695831079784714
0.2560491614390088,Transient 2,-5.451976725548203
0.2560491614390088,Transient 3,-18.984822429691988
0.2560491614390088,Transient 4,-17.71362447363892
0.2560491614390088,Transient 5,4.1535126502719
0.5120983228780034,Transient 1,1.7275475708805046
0.5120983228780034,Transient 2,1.5385914818252724
0.5120983228780034,Transient 3,-7.704987456359205
0.5120983228780034,Transient 4,-10.413777756642
0.5120983228780034,Transient 5,0.6631507869415374
0.768147484316998,Transient 1,3.6024492702461077
0.768147484316998,Transient 2,2.9990221766699414
0.768147484316998,Transient 3,-2.8370534872409876
0.768147484316998,Transient 4,-8.3504023871072
0.768147484316998,Transient 5,-1.4215579455672394
1.0241966457559926,Transient 1,4.176510743158213
1.0241966457559926,Transient 2,4.372862650476623
1.0241966457559926,Transient 3,0.09619624080142322
1.0241966457559926,Transient 4,-6.776733426037663
1.0241966457559926,Transient 5,-2.324515525661603
1.2802458071949872,Transient 1,4.057629745932254
1.2802458071949872,Transient 2,2.264164841487533
1.2802458071949872,Transient 3,-0.7134114560169434
1.2802458071949872,Transient 4,-6.315546842220662
1.2802458071949872,Transient 5,-2.8062179156812808
1.7923441300729763,Transient 1,3.4717885360412084
1.7923441300729763,Transient 2,2.107825948900079
1.7923441300729763,Transient 3,-0.9616357000370883
1.7923441300729763,Transient 4,-7.926984622032448
1.7923441300729763,Transient 5,-1.8723557943250175
2.048393291511971,Transient 1,2.774510300581065
2.048393291511971,Transient 2,4.336882658561897
2.048393291511971,Transient 3,1.3329936694094782
2.048393291511971,Transient 4,-6.555011718657517
2.048393291511971,Transient 5,-3.2218428190427475
2.3044424529509797,Transient 1,2.733586180628367
2.3044424529509797,Transient 2,4.244858175609982
2.3044424529509797,Transient 3,3.548774969427021
2.3044424529509797,Transient 4,-5.279769000541854
2.3044424529509797,Transient 5,-2.167693111524936
2.5604916143899743,Transient 1,2.8309838602619024
2.5604916143899743,Transient 2,4.192323996295947
2.5604916143899743,Transient 3,3.183387753227952
2.5604916143899743,Transient 4,-5.340554941572988
2.5604916143899743,Transient 5,-3.3746335697125622
2.816540775828969,Transient 1,-0.16797634888611598
2.816540775828969,Transient 2,3.860764980145371
2.816540775828969,Transient 3,4.254168846948066
2.816540775828969,Transient 4,-5.6051066322739
2.816540775828969,Transient 5,-3.2190383167871905
3.0725899372679635,Transient 1,-0.06155233316922853
3.0725899372679635,Transient 2,2.769477960056681
3.0725899372679635,Transient 3,4.803984058592304
3.0725899372679635,Transient 4,-7.753649132269903
3.0725899372679635,Transient 5,-1.8241832073719453
3.328639098706958,Transient 1,1.6172790764010354
3.328639098706958,Transient 2,1.6524078839347975
3.328639098706958,Transient 3,3.5185045750993797
3.328639098706958,Transient 4,-7.7625993756392795
3.328639098706958,Transient 5,-0.9791074897719096
3.5846882601459527,Transient 1,2.032498275285206
3.5846882601459527,Transient 2,3.1155402991746666
3.5846882601459527,Transient 3,3.8468808167514186
3.5846882601459527,Transient 4,-5.806392844029397
3.5846882601459527,Transient 5,-2.4252904582556134
3.8407374215849472,Transient 1,1.0376743030258135
3.8407374215849472,Transient 2,0.6455552472831875
3.8407374215849472,Transient 3,3.1048684985631683
