x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
Run/Bounds,F_min,τ_r0,τ_nr0,τ_2t,τ_1t,τ_1e,τ_1d,α,β,r,C,η_01,η_02,η_03,η_04,η_05,Seed
Run 1,-2.872020950778132e8,145.7226696791372,463.8921357527086,122.34749338199966,7.353022586482088,277423.90995965956,428.2837022960588,674.5723990141051,504.1450345702761,34.28024417364282,24088.975719872826,4.776222340576466e-5,0.0004645123803144837,0.004908621909805466,0.03842047240106643,0.33956944488221985,1.9722782992935135e18
LB,x,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0e-6,1.0e-6,1.0e-6,1.0e-6,1.0e-6,x
UP,x,5000.0,5000.0,1000.0,1000.0,1.0e9,1000.0,10000.0,10000.0,1000.0,1.0e6,0.5,0.5,0.5,0.5,0.5,x
