Run/Bounds,F_min,τ_r0,τ_nr0,τ_d,τ_0,τ_1,τ_l,N_l,N_D,r,C,η_01,η_02,η_03,η_04,η_05,Seed
Run 1,-2.8720209621902823e8,143.35678778581848,486.65323113605905,122.66269242810073,7.353831900986241,280578.7055457772,428.8659843544448,706.8919877531146,529.1309395089821,39.21750455010655,25269.264372533813,4.550707967212812e-5,0.00044277511260744205,0.004680275378952098,0.03666886470159593,0.3266286861455526,1.851552596969477e18
LB,x,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0e-6,1.0e-6,1.0e-6,1.0e-6,1.0e-6,x
UP,x,5000.0,5000.0,1000.0,1000.0,1.0e9,1000.0,10000.0,10000.0,1000.0,1.0e6,0.5,0.5,0.5,0.5,0.5,x
