x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
Run/Bounds,F_min,τ_r0,τ_nr0,τ_2t,τ_1t,τ_1e,τ_1d,α,β,r,C,η_01,η_02,η_03,η_04,η_05,Seed
Run 1,-2.872020958288413e8,144.56998642269903,475.6809724473389,122.52736398977054,7.3536631634850655,279183.2959208984,428.5356302305594,689.6366878271085,515.9275590386792,36.374666443424665,24657.938287084373,4.6642038829699755e-5,0.0004537674502397612,0.004796586476414076,0.03755652976725923,0.3331921143992058,1.3955661273817293e18
LB,x,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0e-6,1.0e-6,1.0e-6,1.0e-6,1.0e-6,x
UP,x,5000.0,5000.0,1000.0,1000.0,1.0e9,1000.0,10000.0,10000.0,1000.0,1.0e6,0.5,0.5,0.5,0.5,0.5,x
