Run/Bounds,F_min,τ_r0,τ_nr0,τ_d,τ_0,τ_1,τ_l,N_l,N_D,r,C,η_01,η_02,η_03,η_04,η_05,Seed
Run 1,-2.871908763528602e8,135.46171773948612,797.498456794582,8.69798745513251,23.887030789639358,9.999996977632437e8,153.9312617299354,621.8046374533225,1552.750320909037,999.9999999979933,26421.809700865793,4.6706264483340844e-5,0.00043059920922059597,0.004500512022638208,0.03383552713570635,0.3167141658217731,7.820882478436364e18
LB,x,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0e-6,1.0e-6,1.0e-6,1.0e-6,1.0e-6,x
UP,x,5000.0,5000.0,1000.0,1000.0,1.0e9,1000.0,10000.0,10000.0,1000.0,1.0e6,0.5,0.5,0.5,0.5,0.5,x
