t,name,resid
0,Transient 1,-0.5271709215264483
0,Transient 2,2.0219073501754843
0,Transient 3,-0.8660402787706152
0,Transient 4,-0.70225129535175
0,Transient 5,-0.03591105180979142
0.25,Transient 1,-0.10854639703020447
0.25,Transient 2,1.3875997055746667
0.25,Transient 3,0.8177005817789438
0.25,Transient 4,-0.11040816675463212
0.25,Transient 5,-0.0910384919635103
0.5,Transient 1,0.9628074563089479
0.5,Transient 2,-0.008399709604289225
0.5,Transient 3,-1.0979663154645578
0.5,Transient 4,1.5365802987236759
0.5,Transient 5,1.7382881249224045
0.75,Transient 1,-0.8436755900024594
0.75,Transient 2,-0.46923845795173824
0.75,Transient 3,1.6621717964513307
0.75,Transient 4,1.0454524755951418
0.75,Transient 5,-0.0887891767504757
1,Transient 1,-0.08592724741138633
1,Transient 2,0.5233918215278359
1,Transient 3,-0.7074847004369368
1,Transient 4,0.8068470036924519
1,Transient 5,-0.6860747769403643
1.25,Transient 1,-0.5153562709426488
1.25,Transient 2,-1.5396365762286548
1.25,Transient 3,-1.9942265143100177
1.25,Transient 4,-0.2733779807907707
1.25,Transient 5,-0.07397937794357248
1.5,Transient 1,1.3564080775546439
1.5,Transient 2,0.545760447969227
1.5,Transient 3,0.21042396452758017
1.5,Transient 4,-1.977295991187921
1.5,Transient 5,-2.078253727768895
1.75,Transient 1,0.5978927817925811
1.75,Transient 2,-0.02554057069916653
1.75,Transient 3,-1.7231999852938382
1.75,Transient 4,-0.1121921833682498
1.75,Transient 5,0.8493152234812379
2,Transient 1,1.860625676267417
2,Transient 2,0.1385710259202333
2,Transient 3,1.3991895650088193
2,Transient 4,-1.305968616994189
2,Transient 5,-1.150863326742159
2.25,Transient 1,0.5838854555750386
2.25,Transient 2,0.4762603418434949
2.25,Transient 3,-1.416936137996333
2.25,Transient 4,-0.4788150549161205
2.25,Transient 5,-0.5392548842663089
2.5,Transient 1,0.1478445833869989
2.5,Transient 2,-0.07783262463750176
2.5,Transient 3,-0.49241950631430365
2.5,Transient 4,-2.5507957031038146
2.5,Transient 5,2.4256206510518736
2.75,Transient 1,0.4923296756098404
2.75,Transient 2,-0.11306721415793689
2.75,Transient 3,0.6968483610556817
2.75,Transient 4,1.6786014650814312
2.75,Transient 5,-0.9753649622436041
3,Transient 1,0.018130447936671686
3,Transient 2,-0.041103345823131375
3,Transient 3,-1.3084019638178626
3,Transient 4,0.6154807389025141
3,Transient 5,-0.053372203765730916
3.25,Transient 1,1.7249726708033812
3.25,Transient 2,0.8698476008059506
3.25,Transient 3,-1.1181223956826822
3.25,Transient 4,-0.13225451119161621
3.25,Transient 5,-1.5862479175495299
3.5,Transient 1,-0.9356883742251032
3.5,Transient 2,-0.8536501489993383
3.5,Transient 3,1.790595396021533
3.5,Transient 4,0.7302163607411397
3.5,Transient 5,0.542896002406597
3.75,Transient 1,-0.8376076911513565
3.75,Transient 2,-0.2741406991791736
3.75,Transient 3,-1.0463065267296294
3.75,Transient 4,0.7541316012778805
3.75,Transient 5,-1.6114955673005054
4,Transient 1,-1.5233985462829087
4,Transient 2,0.5235719647134515
4,Transient 3,1.7476948831580106
4,Transient 4,-2.467458284491048
4,Transient 5,1.2232073402027481
4.25,Transient 1,-0.5400306285054917
4.25,Transient 2,3.169555910985015
4.25,Transient 3,-1.2566486082923998
4.25,Transient 4,-0.41550500699970677
4.25,Transient 5,-0.6335552124560052
4.5,Transient 1,-0.9517519984209292
4.5,Transient 2,-0.8857730341609036
4.5,Transient 3,0.6679963060351253
4.5,Transient 4,0.4210737733031212
4.5,Transient 5,0.07602866933839457
4.75,Transient 1,-0.15356331965189082
4.75,Transient 2,-0.47869009324874884
4.75,Transient 3,-0.046681177279349194
4.75,Transient 4,-0.47343297430970205
4.75,Transient 5,0.1763803682850911
5,Transient 1,0.3246313862097076
5,Transient 2,-1.651549528714148
5,Transient 3,-0.7341728112531991
5,Transient 4,-0.6977467702736297
5,Transient 5,0.7784557748490317
5.25,Transient 1,2.265495984930166
5.25,Transient 2,-1.6176182833771715
5.25,Transient 3,0.19537430810110573
5.25,Transient 4,1.4171599893044489
5.25,Transient 5,0.6594381459867963
5.5,Transient 1,1.8937524430503783
5.5,Transient 2,-0.8754958437897657
5.5,Transient 3,1.9312854234215564
5.5,Transient 4,-1.6423218544653926
5.5,Transient 5,0.06082588268162707
5.75,Transient 1,-2.0082263658601236
5.75,Transient 2,-0.7607175474098444
5.75,Transient 3,0.33348747113795524
5.75,Transient 4,0.38679982695371434
5.75,Transient 5,0.4426953726292956
6,Transient 1,0.5232982243663303
6,Transient 2,0.3603915945090374
6,Transient 3,-0.7860372400627628
6,Transient 4,0.5444544781370612
6,Transient 5,0.25014137284615745
6.25,Transient 1,-0.6688497211791133
6.25,Transient 2,2.636036793037597
6.25,Transient 3,-2.771140467331794
6.25,Transient 4,-0.558747970576218
6.25,Transient 5,0.1098015150594588
6.5,Transient 1,0.7033457893091323
6.5,Transient 2,0.40444872559966677
6.5,Transient 3,-1.0838888350053104
6.5,Transient 4,1.7576622371698851
6.5,Transient 5,0.4241927722612346
6.75,Transient 1,0.1652478215878744
