t,Transient 1,Transient 2,Transient 3,Transient 4,Transient 5,Transient 6
5.75,0.21954558677024444,0.9808649470296137,-0.9328103307405072,0.5195957575521765,1.8702380932379516,-0.5825732737938248
6,-0,0.3816623349538885,0.6177439564140389,-1.551200574049888,0.266240930575782,-0.8582962350532664
6.25,0.28353383362740886,-0.9773450514334903,-0.17511510559712162,-0.8616307662023825,0.6461001979193313,1.0120689039545907
6.5,-0,0.11617458089436533,0.45684974378806764,1.5019193999943319,-0.7775451647789544,-0.45603802961115403
6.75,1.0102643974874614,0.23726890356108546,-0.3366913472972457,-0.22166371192555226,0.09584693046457028,0.6584547132371235
7,0.3435217091874212,0.028288215275239403,-1.031588204960915,1.0845996112507488,-0.2110332909594535,-0.019406459330363734
7.25,1.0430169746559133,1.026352345158126,0.165886088614954,-0.1280761469009102,0.27385111678834073,-0.03763148693233697
7.5,-0,1.1042854106644555,-0.7257329771470852,0.9637319668382157,1.1863406818583002,-0.5285058670688877
7.75,-0.44276625945110826,0.2536550582520114,-1.6145593177947217,-1.075675463629368,0.3211661417354571,0.9199249765719555
8,0.38825093713194586,-0.7097618296426742,-0.17153686325249418,1.0798958473403562,-1.0351495598677636,-0.5969610867801584
8.25,-0.42768011180389626,-1.0335773712119736,-0.5080920866276615,-1.1834975617611447,0.4007191191853729,0.45004959829985197
8.5,0.40327437585196574,1.0336499876518124,0.21917399344832153,0.2738685468271569,-1.4451763038515564,-0.893785040569046
8.75,-0,-0.5787900010255588,0.598006127370304,1.1542765505582047,-0.7383413788373249,-0.35965304849962076
9,0.41567627502786136,-1.7338406137894957,0.16681454879991958,-0.6197227098529984,-1.147533145946968,-1.208168099050272
9.25,1.1122361275213903,-0.1497957416131143,-0.04459819747291636,-2.139794878657274,-0.4898828174963594,1.7995784927308762
9.5,1.1178040680936139,1.1902758308814383,1.2352230323985007,0.8048007692995971,0.8266327117025972,-1.939497215990561
9.75,2.297116274803783,0.5917147095303453,-1.3186567478243603,-0.2305272992772339,-0.8427977003734396,-0.6156964305572907
10,-0.39215443113670073,1.5596338203540019,-1.1272593669509685,0.49542476820308834,0.45961099951884704,0.8721883584558373
10.25,-0,-0.7648207227708768,0.5684173693948641,-0.29544695113938535,0.3359787453741147,1.2228627581970488
10.5,-0.3841291634109284,0.3492157379838956,0.6856629203789694,1.1387137822738582,-2.3202961210623747,1.2701889649078453
10.75,0.4493141919247898,-0.7110990003735097,-1.6888270447360023,1.2153492555874936,1.0720825702157029,1.5030144232576883
11,-0,-0.6851754788903428,0.40218289236571364,-1.6136138834859477,0.3009043843850795,-0.8742647819214079
11.25,-0,-0.6596357681296834,0.27230644479132216,0.9454862226429258,-0.21910010700747098,1.6765717835700564
11.5,-0.36934328112141734,-0.2530448617531518,-0.7044090366105953,1.0927618933826826,-0.43945529867506117,0.8223039016799555
11.75,-0.3657946886430171,-0.22757719787898328,0.2668825684616578,-0.5620053321535173,0.2325117176435585,-0.24280985730460286
12,-0.3623048457464053,-1.8872033136054414,-0.5609647454424045,1.0837896216905258,0.003802826881064029,-0.057856871817798056
12.25,0.47340523521730554,0.8757901633434553,-1.010590435966899,-0.06311004446055445,-0.07279934343618472,-1.466911021108316
12.5,0.47721025262778444,1.2286966552714125,-0.03353146236892341,-0.7974349688464671,-0.2231016091221341,0.14614482839023762
12.75,-0,-0.5125308792625108,0.4249204104601283,0.6137690481663202,0.07193393565009316,-0.8453596563071958
13,-0.34880401279111933,1.2816936315958964,-0.6050788063466035,1.8216283397702313,1.780114372898526,0.5414240867788669
13.25,-0.3455103484079826,-1.3072289855905115,-1.313813520627491,-1.096733712570201,-1.3627606342744132,0.7094450435149918
13.5,0.4920796559980553,0.31276243549801075,0.826851412776375,-0.43274953521687465,-0.4984453963828973,1.2310302699277929
13.75,0.4957082326853516,-0.03146874817499924,1.3370049658372563,-1.4414212314707104,-1.1139263283127778,-2.3740588853394233
14,1.1967968013519925,-1.7144663191735983,-1.4742055474961229,-0.333182934001046,-0.7774452765766975,0.470326052792044
14.25,-0,0.7403998568649158,-1.674804547438981,-0.16701709808401166,-0.5950792396724804,2.164934479889566
14.5,-0,-0.34890644584556385,-0.07520417250862091,-0.574536189614645,-1.1028198283935178,-0.6062983371804461
14.75,-0.32641414502198174,0.06309079906827143,0.1464212317937031,1.2386843146860262,-1.2212103951044528,-0.18127869999819465
15,0.5133404434778175,0.08644563254101828,-0.7085624647401494,0.4214148363450839,0.6629592905312472,-1.3009486466387328
15.25,-0,-1.133418105361003,1.4675838393951273,-0.8436814479653804,0.24783002721949524,-1.2889319788836382
15.5,-0.3172438223501665,-0.6711448544946197,-0.32984242783346546,-0.7404820612510233,-0.026548979080846122,-0.37767637967429224
15.75,-0.31423971462385675,-0.6493308428515112,-0.3539077199053742,0.6733002199902784,0.46775182485446176,-1.2514849889127975
16,-0.31126217925754807,0.5523742358593204,0.10722310535107493,-0.20753630775598392,-0.7296899348063874,-0.9404703130881578
16.25,-0.30831135913549346,0.5757273140410912,0.5065555196655844,0.9050483484717361,-0.9959447538090427,0.19535892223808893
16.5,-0.3053875566179729,-0.5845047655863873,-2.137777453586285,-0.9711581546780853,1.4775863990350986,-0.4888182202565504
16.75,-0,0.6221049006190977,-0.9062866522613635,-0.11610605142636986,0.10318228351881539,0.128887997370091
17,0.5400094837307007,0.6451389895446427,-0.2527993403063513,-0.5212718570501756,-0.30585132152858685,-1.0588005949954558
17.25,0.5432146742433052,-0.9665082101936464,1.0095712756526023,-0.08895659966440872,-1.004209706450303,-0.3991186509465376
17.5,0.5463931783345121,-0.08139506604788994,-0.008907485541805898,1.1670579148388698,1.1121366469493854,2.547867085142271
17.75,-0.29114569806497753,-0.925774897125558,-0.8688224053255728,0.1251685353899568,0.9734613307244759,0.4488513636528118
18,1.2546818433264946,-0.9055599823942933,-0.9111846961404069,-0.3357335494315811,0.5333052485569282,0.1603463261325624
18.25,-0.2856177947120385,-1.9133053299683858,-0.12196717796017933,0.13699960442729195,-0.3064082576332405,0.8983642165603416
18.5,1.2613753381527901,-0.4160932656924927,-0.6128950721793186,-0.9619769071118407,1.2319687588552164,-0.9471546619623324
18.75,-0,0.025723596934245464,-0.9191407844279453,1.2435936102340628,0.6372330458519284,0.6185245847493849
19,-0.27750990279039656,0.04685489629404276,-0.8373484456620562,-0.8524143131344601,-0.18072041103171096,0.604772372627133
19.25,1.271191822828104,-0.35455128449651924,0.4108556605398168,0.04201210641010092,0.9925431662866062,-0.49751380498432934
19.5,0.5708426180109953,-0.334236726219709,-1.7429074220618117,0.9288936844646872,-0.9257610624395811,-0.9766182060852877
19.75,0.5737790313663855,0.5102244985055647,-0.07106743133054491,1.0763171072160118,1.059548183472575,1.3288040930100156
20,-0,0.9136367452681096,1.1738354749869662,-0.14539654575156738,0.38753171959608573,0.127259510255815
20.25,-0,0.5527308489435239,0.7412567980839614,1.072619533280269,1.1327973676833794,0.041380199709819376
20.5,-0,-1.2022144556870857,-0.22974017815345193,0.7944598548611469,1.9340962060360563,1.0022283139118833
20.75,0.5852776343254031,0.5948510504140845,-0.622328434979573,-0.9639974568183821,0.45695718222760706,0.6927113897386549
21,-0,0.6157607415452004,0.9157203434618615,0.8571919518091972,0.44637649101338694,-1.0133906326661926
21.25,1.2961576529150867,-1.1472787164970262,0.132329571310461,-1.6334719965107012,0.17798554735687172,0.08459264855806227
21.5,-0,-1.129148965455676,0.1400649206081963,0.32594847240367,-0.2834001521839265,0.8254331823785254
21.75,1.3021284551660253,-0.1556711684743031,-0.1244392356294333,-1.2533474999540986,-1.7126952633070285,-1.3902159005460135
22,-0.247164242393608,-1.6478650979640317,1.9474633598949271,-1.2160730784914346,-0.19227137946920655,-0.11624548331258393
22.25,-0.24478234703851418,-1.0752929860811764,-0.9489422820333849,0.019907385753357678,0.20951376337424252,1.305353876344995
22.5,-0,0.33250528154130826,-0.5321269044843319,-0.7387312637755646,-1.5440618960574455,-0.7220436117928554
22.75,-0.24007872581317166,-1.5972173754603884,-0.39456062716925155,-1.0109913431211004,0.09702782382761312,-1.1460101511649552
23,-0.23775717465322252,-1.5805123711220956,-0.6078811750423389,-0.5991067980145074,0.4880172007626306,0.15768262972928868
23.25,-0,0.391292428209444,0.6416007869475151,-0.11072342739493131,-0.5888095847160711,-1.7148519371081195
23.5,-0,-0.022018454421811735,1.5296182425948919,0.6672301236655422,-0.9298777157519673,-0.07375472524973704
23.75,1.9517992963626247,-1.530905045757078,-0.4134584081493955,-0.08107531422996733,1.5985589786119234,-0.2490988237536797
24,1.327719713250572,-0.4487130785354675,1.2593147654431478,-1.2296247872833754,-0.20218080492793272,1.2857605418616562
24.25,1.3304397755004949,1.269792580062831,1.188905039015238,-1.1110827812589736,-0.5888413414473165,0.9733187277766607
24.5,-0,0.4874356246761825,-0.659018174659973,0.04443946586239982,0.9208772294842155,0.7107466864265832
24.75,0.6273742493547346,0.5063882716219927,2.6237602356482195,0.867972815701572,-0.9196423082412309,0.015299088431010051
25,-0.2199233987000358,-0.3776944181118701,0.25479626754072177,0.1308092545403573,0.9371277313606825,0.35562157715469317
25.25,-0,-0.3601546588577011,1.0281434487281527,0.78720661523352,-0.5773723660206169,-0.6436752772934916
25.5,-0.21567083759534053,-0.34270297192959814,0.1582069283837243,0.365062832872373,0.4470403537650971,0.003953148228649739
25.75,0.6369743690477415,-0.32534098056339805,0.28917867667017433,0.9347474812627651,0.7322873907329255,1.6715226794064577
26,-0.21149099627389695,0.5998045140514051,0.4923964158676043,0.16413849592349553,-0.7234554438061432,-0.7106178819474527
26.25,-0.20942852347772453,0.1790141063836483,-0.5575859711035898,0.758109435024601,1.0208693569230995,1.715525323118234
26.5,-0.20738444353912425,-1.3556326728969745,1.1150433274925386,0.08215034559541536,1.1223350131321472,-1.9471734291401894
26.75,-0.20535882676356096,0.21441408468022508,-0.4525356572265276,-0.465940070334776,-0.19783692039025955,-0.8123745328386758
27,-0.20335174312118204,-0.7527107887793028,-1.0880175814800772,-1.4612646859971208,-0.06355847748049084,0.25545595302407864
27.25,-0,-1.309577451807954,0.25200398661506973,-0.06298901501919145,-1.8448874017459092,0.39333278803576843
27.5,-0.19939345338495354,1.1264528783396326,-0.9152064795003249,1.4682858453969472,0.018994901189300327,1.9064504526394876
27.75,-0,-0.7046043917169712,1.2484715488249,0.9929614016530968,-1.4862273521715337,0.18897901818105373
28,-0.1955101270362887,-1.9413726494596268,0.4806815140241642,-0.9257879804112198,0.7011848408473884,-0.48009209880241516
28.25,-0,0.76231573062228275,-1.889519796967568,0.7401360524655722,-1.447921094298956,-1.0132142701392695
28.5,-0.19170402242697696,-0.6572480351817349,0.7310007373086185,-1.0322359930771863,-0.5557734930400828,0.5315072886624156
28.75,0.6637851508039811,0.3525334926760872,-0.453881630734409,0.9655574542525273,0.515965584299255,-0.034986415203479636
29,-0,-0.1074721066793352,-0.1751817777012359,-0.07973896474341907,2.262115552729962,0.0791884300338369
29.25,-0.186120249170439,0.832279920630224,-1.8985061669884402,-0.7577322367136358,-1.7868229527504749,-0.5629950045878217
29.5,-0.1842917025924776,0.40291351794787883,-0.6438860087249376,-0.481117752762583,-0.7419632080262747,0.39110887259498006
29.75,2.590544663588695,-1.1613760200659309,-1.088299340500303,-0.23653394159888316,-0.5196568922208529,0.5922990580365913
30,-0,1.3065341316874979,0.6235625685805779,1.9846457481705455,1.11063933359267,-0.4087876734853178
30.25,-0,-1.1326893278500494,0.43065095125262554,0.8818471849331818,-0.9139273986440675,1.3705069134550036
30.5,1.3909706583015629,-0.011714014327147531,0.15414325515329133,-0.40021993658002164,0.09436748857944426,-1.5073074830085422
30.75,-0.17539683883437926,1.3588702192658517,-1.8641867264577898,-1.8087166557742338,-0.6766820168334603,0.8307220045965027
31,-0.17366782905512596,0.019555900149514978,-1.1598914471905752,1.5662472724100172,0.1033130828629875,-1.1383832348352225
31.25,-0.17195560184955433,0.5175252669945616,-0.628658751861898,-1.4456874344136652,-0.28496468991427754,-0.9721553645650539
31.5,-0.1702602115293202,0.9846455685292899,-0.1012432781872218,-0.5604302820256325,0.47690128569234774,-0.03901749511789721
31.75,0.6877907208129642,-1.7415986092961746,-0.6464537977620191,1.313051930715635,1.358945907618304,0.4997829332450499
32,-0.16692189791268305,-1.7288834086770275,0.7010808109971848,0.5151412803327323,0.1822544959366009,0.09309228442243457
32.25,-0.16527516812764445,-0.43140617480234755,-1.093319505141571,1.33115020148554,0.7866857423289408,1.1674234847238827
32.5,0.6933758708896778,0.5969002798032333,0.44401778394167635,-0.589321269055721,-0.7321580327355562,-0.07407296500662718
32.75,0.6952051383114464,1.066359132108398,-1.2118582675538239,1.2425014327858357,0.3561705347561618,1.3252158519969852
33,-0.160421758557973,0.14138068704548942,-1.1868547431972138,1.9630542267706774,-1.6577675464894541,-0.14210458153738184
33.25,-0.15883303019044975,-0.3741848860787701,-0.21638763842094,0.24736359359810078,-0.6153152018370236,-0.2414391031033125
33.5,-0.15725891272769396,1.1143756608856326,0.06547068868739542,0.6195365415236307,0.41639232956751104,-0.7963491924102617
33.75,-0.15569944988383966,-0.34604681020466577,-0.8541899555198551,-1.840395239548327,-0.1539999758043348,-0.8468516708177635
34,0.7041057214346107,0.6894633117704995,-2.082282843655455,-0.3872395691567363,0.9156143283363407,-0.45882170115446613
34.25,-0,1.5929119664061906,0.6549617187227212,-1.8016562288256914,-0.35235577140455815,-0.25771954836725264
34.5,-0.1511094222582188,-1.6057372148273668,-0.2626677980936695,0.7388148743624865,1.4300867713161456,-0.24730940632892173
34.75,-0.14960900973290084,0.24381412652161882,0.10735960943287784,-2.6866117425559874,0.13405068808610454,1.8225730225168362
35,-0,-1.5819654480153584,-1.3800141036113314,-0.27421052916532457,0.07173612931722673,0.6672260880996921
35.25,-0.14665283427923098,0.2723733161466311,-0.28686240670195917,1.767318072022933,0.5919007039526258,0.4700646497024001
35.5,-0.1451988301406414,1.238858784132073,-0.35645979884568774,0.3172689731605493,-0.13558869079031724,0.16119323186550652
35.75,-0.14375808920746005,-1.5468483615613515,0.01704698512342545,0.14357530337043564,0.5746082512233668,-0.5604578187138353
36,0.7174831241369442,-0.22314648923862437,1.5130656806750389,2.8509986471908477,-1.8915404406268084,-1.2260807574587949
36.25,2.648166448113624,-0.20986164676391975,0.9336336656912689,-0.3875163667270941,-0.970805379525508,-1.513675157350798
36.5,0.7206722665485594,-0.1966505530362921,0.7792360209771111,0.6128829996869939,0.3529776227094863,0.03890289093684235
36.75,-0,-0.18351440001692046,-1.1039065930954592,1.0700629567767492,-0.2424953994106157,-1.606439726538919
37,0.723804123245664,0.8660343285193904,0.4608903576747316,2.7976060910407323,-0.5956473255260604,1.1737995604289393
37.25,-0.1353799608019783,0.38357935317423636,0.9224112301809634,0.4533043503174939,0.9883520818727743,-1.8499742331630564
37.5,-0,-0.1445660311976313,-1.940514319367397,-0.7842980239500561,0.05084438227374439,0.7905103212519404
37.75,-0,-0,0.050253171873262795,0.2620466608539422,0.04771530640393104,-0.4765466224940819
38,-0.13136362329146697,-0.11895517403535087,1.5042465076970915,-1.561607179731206,1.3157543156464806,0.1417605612168288
38.25,-0,0.437373829666289,-1.1546868484957435,0.33628995038886716,0.5609394474115481,0.9611068780616108
38.5,-0.12875064643317694,1.4160146518305914,1.9787284337336146,-0.7579470169781718,-1.0501764679112933,-2.3070461491633054
38.75,-0,-0.08107004155581639,0.46132516366747334,-0.3044053361552341,-0.6405112951965118,2.152800080648755
39,2.0891949159233736,1.444449059932576,2.099665894202747,-1.1003749128387907,0.812026141595089,0.9681667746255135
39.25,-0.12492906148139842,1.458542756903443,1.124715789093474,0.3162445251751458,-0.1660106679531938,1.351430554195484
39.5,-0.12368278473063185,0.502949645438227,-1.6425623497717519,2.0687708518791914,0.7340466377205509,0.20185677991265275
39.75,-0.12244742929066846,1.4865012078783253,-0.3638537593982352,-0.6448470723429296,-0.1566361932737632,1.9984154230232976
40,0.7413761953180886,-0.633132527183273,0.9676811945203715,0.526203667572488,-0.8482137622388571,0.39956826143481017
40.25,-0,-0.007253057705857665,0.6930766021772228,-2.125794426315681,0.9104679316875112,-0.972791033620166
40.5,-0,-1.3385392007848589,-1.1553217385695667,0.7771721860854629,0.7906977888195529,-0.9528234735533595
40.75,-0.11761573725120884,0.016801129350478925,0.7018191361546492,-1.1856656669152648,0.08967367467725099,-2.068364946630695
41,1.4657267382859027,-0.5879689264023038,-0.5627412514604064,-1.1067469576371727,-0.04820007046309227,1.2030697607601557
41.25,-0,0.04057021541252459,-1.8977783501152292,0.37610660948077307,-0.19271275959839448,-0.9214871050320369
41.5,-0,0.052342275637208086,0.12418537520646424,0.676597862741388,1.2339748067644243,0.4227423836613856
41.75,-0,0.0640494715428382,0.3185433933123466,0.16465124843090817,0.7407685705963588,-1.3063634041870196
42,-0,0.07569217180053953,-0.6860931298994669,0.2030304717832115,-0.4246348037413234,-0.42604183171244614
42.25,-0,-0,1.8586823175451876,0.08996365731506725,-0.10990027945362248,0.06433545956433906
42.5,0.7545566345826199,-1.2578636032086263,0.5067449721333259,1.0203333827892633,0.977854342256097,0.4260098695644552
42.75,-0,1.6479786511173258,0.3030420870582243,0.38188530375141205,0.029957919238071302,-0.33408590122101406
43,-0.10739322938231574,0.12159825431574559,0.7951636716535708,-1.1880087175414977,-0.14899814981939696,1.2576223786831469
43.25,-0,-0.49025621152786086,-0.11716535032466545,-0.7408825834947522,-1.019068195681315,-1.1641202000460527
43.5,-0.10524605653718806,-1.2190152624253892,0.17973625313652933,0.7728525273334119,-0.5885521256713474,-1.468724753651653
43.75,-0.10418970658247276,0.15529926317894216,-1.1925061355003783,-0.5425693567008271,0.025925276228478646,0.21447432949545897
44,1.4821313500290973,0.7241636772615447,0.05635698560288049,0.24948813897751743,0.20294113528187582,0.18568989189561994
44.25,0.7630339536028513,-0.44852921320399936,1.1642474951083983,-0.9746669623668178,0.6263607985892296,0.15340799534280203
44.5,-0,0.7473481687014765,0.6502901372031963,-1.2370111434843165,-0.7130340330432464,-0.1448472026478222
44.75,0.7653538886912271,0.19931943876111471,1.6487169157246149,2.415484910988477,0.4087055827507014,-1.4180696892357099
45,-0,0.21016311613385885,0.4202417293219017,0.24218879790061446,-1.3517769829042188,-0.9117307480339892
45.25,-0.09804866990156817,0.781621591500073,-0.44167272533216423,1.3455356723436924,-0.6649650288397148,0.38789875655379136
45.5,-0,0.23165021355141396,-1.5657594391282534,0.34437432713350224,0.9094307343592908,-0.1933149781718841
45.75,0.7698658925198444,2.250928514479455,-0.15738340617049812,1.568320995387362,-0.9326369519658676,0.9504758265230744
46,1.4920562390721752,0.2528613535007493,-1.280757471249763,-1.0399999353449723,-0.5102155148092663,-0.5797883607974716
46.25,-0.09414368358129363,-0.36807876680908924,-0.6366378139131512,-0.11296060057373947,0.1715589038961981,0.3215726760662722
46.5,-0,-0.3583019808145923,0.9571366849529636,1.9912784665579644,1.2336436957109929,1.1951357308296557
46.75,-0.0922483362649189,1.846823223225294,0.7287871546349423,0.29114268749404904,0.4826894636258591,-0.3487183299044755
47,-0.09131501086199562,-0.3389258190620188,-0.15724486000081597,0.8931976793388189,-1.8574428771799445,0.5522395943536546
47.25,-0.09039127412836857,0.8700265140240708,1.1160754991669277,-1.0194820437487475,-0.007039864593961769,-2.593723954800864
47.5,1.4990097082039662,-0.31979152314072756,-1.2296794467431797,-1.4445556322548032,1.2656147145014478,-0.2728271384827918
47.75,-0.08857263530681332,0.8914727759394251,-0.6863925342776408,1.9730966710798115,-1.7691706013826183,1.8324214719776888
48,-0.0876793385458658,1.4214530673255545,-0.7170426631760172,0.7597038673762698,-0.3774987760525255,0.5650194411229292
48.25,0.7803897877954765,-0.2915607973651496,1.0353616973165072,0.5469044174070246,1.1151515917390828,-1.0922544567814145
48.5,-0.08591753057960867,-0,0.68509259744303,-1.214524445459055,-0.9932450809591352,0.5607889031845658
48.75,-0,-0,0.21422171156688885,-1.787864068011818,-0.0888692310775666,0.6259596331872074
49,-0,-1.0223682027959704,-0.851333978555001,-1.0867226534612098,-0.7862503856987832,0.2671740507149341
49.25,-0,-1.014082973527734,1.1580669351320734,-1.3236443314048758,0.9426185083683695,1.3049811296570504
49.5,-0,-1.0058521462208994,-0.6887518715052008,-1.9542223811909207,-1.226567022906991,0.1030826758398804
49.75,-0.08165168667140388,-0,0.5466523743549752,1.2900609584215776,0.3913011384462645,-1.498937010585938
50,-0,-0.9895562869546166,1.0778727907475198,-0.0345014678686789,0.9411281952630014,0.9347488226586284
50.25,-0.08000109644470779,-0,1.8216508890714418,-0.9631176858339439,1.487204116593711,1.4110676306369418
50.5,1.5117271980314242,-0,0.219554990220884,0.7639041861067096,0.44012343432944157,-2.1448684261064237
50.75,-0.0783825168124284,-0.20127331433422813,1.2135278781565229,2.2118314886458434,0.499864532307282,-0.3506282084784004
51,-0.07758526262273621,-0,-1.055260263373171,0.538254245689164,-2.9919166986380574,-1.5483504075491212
51.25,-0,-0.9497922321461191,-0.6098564859744571,0.7222277014210879,0.32989425687090707,2.4556731682534645
51.5,-0.07601488790039997,-0,-0.28932632869839625,0.5178448710157509,0.8128325094799336,-0.49782764935527973
51.75,-0.07524179201593582,0.4788518444559444,1.5393024955230288,0.8295508489066579,-2.010356535221052,-1.2353419999620194
52,-0,0.48795165935287704,0.22729740740190707,0.40326855980735943,-0.6825256789973766,-1.3484361058890428
52.25,-0.07371984402749301,-0.9189157948855001,1.3586210075070364,0.14530926648586845,-0.860264864692574,0.8533058501591203
52.5,-0,-0.14147755382785412,0.14344641577912318,-0.25027623160742435,0.15068241650411288,-0.299237357894268
52.75,-0.07223199337497786,-0.13316113738097923,1.1704040581352086,-0.16180024547192315,1.0721481612975152,0.5093479746242021
53,-0.07149960390031698,0.5237476119524663,-1.5913758501152309,-1.5629899092946884,-0.8065788828429278,0.5573123705896791
53.25,0.7985613437828925,1.6395427808340988,0.8556735700126553,-1.2522277995205056,1.5282616831209694,0.15052262472249897
53.5,-0,-0.10855906088972736,0.6935644176390522,1.032688999335452,0.029693287183634703,-0.11239549433799023
53.75,-0.06934187792898412,-0,-0.2129189435566588,0.8974835656316048,0.4443757633309957,1.288626633012841
54,-0.06863581426398428,0.5586055632753337,-0.39049435405940475,1.29429292375184,-0.6531521502167159,-0.6579070490104029
54.25,-0,-0.8596835052312474,1.1638399555948828,-0.24253892502973465,0.5986074680892866,-0.9411948074555867
54.5,-0,0.5757041932126206,-1.553124919979875,0.7004909480728951,2.329531142581276,0.9808733797304806
54.75,-0,-0.8453737775106992,-2.029960043766644,2.1259192447026347,-0.47359463789519535,0.5706825837872224
55,-0.06587769372170396,0.5925752512508419,0.15961522082599994,0.9977965073254661,0.17622148775269564,0.7656881234538644
55.25,-0,1.1827956439039886,0.10642216861857959,0.5759767714664293,0.20889468158387411,1.9907798979735987
55.5,-0.0645384387181455,-0.04528420797970677,0.5591552039430371,0.4234266056491312,-0.93483181217934,-1.937648317222342
55.75,0.8063854194038436,0.6174395389778581,1.253329530344619,-0.38390526719373075,0.9614178616911586,0.737170502898477
56,-0,-0.030013961118757773,0.45311298272486084,0.9429100045197721,-1.3676434287271695,-0.16761089275495825
56.25,-0.06257950925839376,-0.8036653201350001,-2.1795531546825746,0.8327237648448205,0.946547025091561,-0.7873375744597978
56.5,-0,0.6418123008128181,-0.7139742184069818,-2.870508892385121,-0.19665078425759966,0.07052895100617602
56.75,-0,-0.7901436636614915,-1.613246747941783,1.580187482351224,0.30195443508525416,0.5842471704456397
57,-0.06068072766798788,1.242976636846364,0.4853115729917226,-0.5088902202931493,0.08885766528546292,-1.8976812461570807
57.25,-0.060061205580675264,0.007294342407584604,-1.3348825497250942,-1.7511749160101073,-0.8573226396329133,1.7295745903657387
57.5,0.8114138848861981,-0,1.5195468509542527,0.3866288458214721,-1.169340549023209,-0.4364073823464291
57.75,-0,0.021858887681652395,-0.09456560983946356,-0.02529665704627397,1.337632292455985,0.4160448973249773
58,-0.05824492850459767,-0.7571717926232469,0.8992028254358488,-1.1274326891101965,-0.5598670621156345,0.9260340553943084
58.25,-0,0.6967985306080821,-0.22755572257211362,0.24610471711830717,0.18992497523616547,0.961834603304274
58.5,-0,0.7044307066128053,1.0401823686527725,0.8852285800311467,0.9295183470075201,-1.1565336719184458
58.75,-0,-0.7379726366911077,0.18172098456598418,-0.5080504379441932,0.14129915136361648,0.39548343124823765
59,0.8154383349402308,-0,-0.29900259025344683,2.4376428097481817,1.045197603493691,0.26675358821564144
59.25,-0.055331173887284306,-0.7253922494129007,0.45386135849719766,-0.29446712304310074,0.6587170390805597,-0.5366509304514467
59.5,-0,0.07122172436137954,-0.8737839149405705,-0.4860771459001826,1.397711393131993,1.1345636268651236
59.75,-0,0.7418468120213011,-2.31089190643495,0.5567667173726644,-0.05585851303069389,-0.1324191792715786
60,-0.053647689126921846,-0.7068544934215226,-1.0341112337415521,1.200330732442788,-1.4967510990201636,-1.1430464560715072
