t,name,resid
0,Transient 1,-0.2146101902800541
0,Transient 2,0.639809285726643
0,Transient 3,1.421242541927504
0,Transient 4,0.20176320110431514
0,Transient 5,-0.55168336200399
0.25,Transient 1,-0.18271158331703483
0.25,Transient 2,-0.46177058729682297
0.25,Transient 3,0.974505249888014
0.25,Transient 4,-0.23941313238452339
0.25,Transient 5,-0.34835204732816843
0.5,Transient 1,0.6695808244793428
0.5,Transient 2,-0.3072419693168621
0.5,Transient 3,0.19652401110865705
0.5,Transient 4,-1.8371564863892635
0.5,Transient 5,0.6462315607590676
0.75,Transient 1,-0.38426753992148777
0.75,Transient 2,-0.1914868235826146
0.75,Transient 3,0.1650536812877613
0.75,Transient 4,0.47364544778303774
0.75,Transient 5,-0.640605740619261
1,Transient 1,-1.0237570470752433
1,Transient 2,1.5552978899542096
1,Transient 3,1.4156394691138554
1,Transient 4,-1.551529637401675
1,Transient 5,2.0746633716065577
1.25,Transient 1,-2.2579926481371926
1.25,Transient 2,0.05208194003875607
1.25,Transient 3,0.14558566249715532
1.25,Transient 4,-0.626270533750763
1.25,Transient 5,-0.535235318109806
1.5,Transient 1,-1.9811524828326375
1.5,Transient 2,0.15523117033849917
1.5,Transient 3,-0.5237529598884576
1.5,Transient 4,-1.7374550785101095
1.5,Transient 5,0.009685033559907408
1.75,Transient 1,0.10641709145550012
1.75,Transient 2,0.16357497150318312
1.75,Transient 3,0.0028019207957379975
1.75,Transient 4,-0.4856025930567746
1.75,Transient 5,0.9648532734141243
2,Transient 1,0.3931169384798026
2,Transient 2,-0.8432109178180215
2,Transient 3,0.2579102310459287
2,Transient 4,0.10068586886895488
2,Transient 5,-0.11028724789860271
2.25,Transient 1,0.6137197098189345
2.25,Transient 2,-0.006620205908088837
2.25,Transient 3,-0.8750611214638712
2.25,Transient 4,-0.0551301469791132
2.25,Transient 5,-1.5669980025754737
2.5,Transient 1,0.6470032936916267
2.5,Transient 2,-0.47534262379604914
2.5,Transient 3,-0.8518908126003353
2.5,Transient 4,-0.011686131513638846
2.5,Transient 5,2.2073961995296227
2.75,Transient 1,0.6865491463884332
2.75,Transient 2,0.18211414484188723
2.75,Transient 3,0.26738834359466096
2.75,Transient 4,0.32449632007493234
2.75,Transient 5,0.18149976865854361
3,Transient 1,-1.4410317877830148
3,Transient 2,-0.35415938387019585
3,Transient 3,-0.3356390634284722
3,Transient 4,-0.36757440945861686
3,Transient 5,1.1174981237215758
3.25,Transient 1,0.3282716696048326
3.25,Transient 2,-0.09141841288428947
3.25,Transient 3,-0.9906597804664928
3.25,Transient 4,-1.3100801548005252
3.25,Transient 5,-0.038312015909333454
3.5,Transient 1,-1.6605403496470044
3.5,Transient 2,-1.5304897732893192
3.5,Transient 3,0.9238054945556337
3.5,Transient 4,1.227947937455661
3.5,Transient 5,0.37854542108951444
3.75,Transient 1,0.19899575795023927
3.75,Transient 2,1.1581363362849788
3.75,Transient 3,-1.3571894883344169
3.75,Transient 4,1.0852108669328588
3.75,Transient 5,-0.5833120788315004
4,Transient 1,-2.872027302054097
4,Transient 2,-0.46781878953271794
4,Transient 3,0.0038210961958748814
4,Transient 4,-2.239950591357083
4,Transient 5,-0.9531043359625474
4.25,Transient 1,1.015698128541965
4.25,Transient 2,0.7198673327866724
4.25,Transient 3,0.2974917707492737
4.25,Transient 4,0.6652277858013181
4.25,Transient 5,2.1831924021640408
4.5,Transient 1,1.1911447038822354
4.5,Transient 2,1.555971859816581
4.5,Transient 3,0.6661418737633522
4.5,Transient 4,0.1758662833804889
4.5,Transient 5,0.8546206544426258
4.75,Transient 1,1.5739791731896138
4.75,Transient 2,-1.4448168621962356
4.75,Transient 3,-0.4358855791527283
4.75,Transient 4,-1.2390259517360696
4.75,Transient 5,0.6558866736771177
5,Transient 1,-0.20337171430585782
5,Transient 2,0.6507968527494311
5,Transient 3,-0.34482053612912617
5,Transient 4,0.9246544862882357
5,Transient 5,0.3051183543786348
5.25,Transient 1,2.1914324847268203
5.25,Transient 2,-0.7237277332850989
5.25,Transient 3,0.5065023967054613
5.25,Transient 4,0.6117347129794555
5.25,Transient 5,0.6056318654020939
5.5,Transient 1,1.354954746834658
5.5,Transient 2,0.058824307991123106
5.5,Transient 3,1.19543859150783
5.5,Transient 4,-0.4750868053987592
5.5,Transient 5,1.281539174450758
5.75,Transient 1,-0.5227784781069195
5.75,Transient 2,-0.57437637852002
5.75,Transient 3,1.0575450149943966
5.75,Transient 4,0.22470310822018164
5.75,Transient 5,1.6026268276374989
6,Transient 1,-1.1173604986954766
6,Transient 2,0.8014863383376175
6,Transient 3,-0.33864712791070534
6,Transient 4,-0.02357794705038513
6,Transient 5,2.431445454808976
6.25,Transient 1,-0.8477686770188775
6.25,Transient 2,0.5900404404392467
6.25,Transient 3,0.46178352516684484
6.25,Transient 4,1.518498306871299
6.25,Transient 5,1.1895408604930298
6.5,Transient 1,-0.37837042484101946
6.5,Transient 2,-2.5576331898066207
6.5,Transient 3,0.6802029282100814
6.5,Transient 4,1.8680885710780843
6.5,Transient 5,2.3211248627748216
6.75,Transient 1,-0.36189312086537984
6.75,Transient 2,1.154573476705269
6.75,Transient 3,1.0656293939160322
6.75,Transient 4,0.6567608554031833
6.75,Transient 5,-0.6416136595710105
7,Transient 1,-0.14559527664624622
7,Transient 2,-0.7222324752068673
7,Transient 3,-0.8266135435922983
7,Transient 4,0.41117579170879176
7,Transient 5,-1.3417275654403293
7.25,Transient 1,0.5062450229690812
7.25,Transient 2,0.686253295450899
7.25,Transient 3,-0.7710443221238336
7.25,Transient 4,1.435307006237016
7.25,Transient 5,-1.0744169040826779
7.5,Transient 1,0.4638880480805692
7.5,Transient 2,-0.6581560216154748
7.5,Transient 3,-0.48309325066747205
7.5,Transient 4,-0.15325418230916482
7.5,Transient 5,-1.761258807691494
7.75,Transient 1,1.498324692344424
7.75,Transient 2,0.6139742026372272
7.75,Transient 3,-1.4627213654456142
7.75,Transient 4,-0.008770450108816248
7.75,Transient 5,-0.6815737085745714
8,Transient 1,0.1215943187990135
8,Transient 2,0.13277069892425017
8,Transient 3,-0.19187254266698567
8,Transient 4,-0.7871772910189134
8,Transient 5,0.4302620118976915
8.25,Transient 1,-1.2456902797818512
8.25,Transient 2,2.5170547375045
8.25,Transient 3,-2.575313179869449
8.25,Transient 4,0.6195330899596072
8.25,Transient 5,-0.3411250251417928
8.5,Transient 1,-0.5971915010210872
8.5,Transient 2,-1.6428449018730222
8.5,Transient 3,-0.19454542960413454
8.5,Transient 4,1.3432031308987813
8.5,Transient 5,0.21909734001612996
8.75,Transient 1,1.3602933713751855
8.75,Transient 2,1.737494429528697
8.75,Transient 3,0.7122192541855342
8.75,Transient 4,-0.7153554421728059
8.75,Transient 5,0.5573582643283828
9,Transient 1,-1.0109622963251967
9,Transient 2,-0.3853197202298825
9,Transient 3,-1.144043425289549
9,Transient 4,-0.9492932038281438
9,Transient 5,1.5467336676678278
9.25,Transient 1,-1.4684508315464553
9.25,Transient 2,0.24605621966829738
9.25,Transient 3,-0.09689537331574324
9.25,Transient 4,-2.0842847263701505
9.25,Transient 5,-0.9039367852218565
9.5,Transient 1,-0.859971270252757
9.5,Transient 2,-0.4130392729837516
9.5,Transient 3,-0.04547441163471584
9.5,Transient 4,1.4445079028009684
9.5,Transient 5,0.383362518210788
9.75,Transient 1,-1.4439847829518302
9.75,Transient 2,0.9903005663115466
9.75,Transient 3,0.6846137628627608
9.75,Transient 4,0.3894347550069195
9.75,Transient 5,0.6949000319213857
10,Transient 1,-0.2888601912577469
10,Transient 2,0.48078936572332237
10,Transient 3,-0.08963906559476291
10,Transient 4,-1.2069851621282182
10,Transient 5,-0.14536609193496572
10.25,Transient 1,-2.3941705563230014
10.25,Transient 2,-1.3671427757890267
10.25,Transient 3,-0.0031100061042879223
10.25,Transient 4,-0.32887596598977464
10.25,Transient 5,0.40130143928146633
10.5,Transient 1,0.7366453931806611
10.5,Transient 2,-0.08083425043971815
10.5,Transient 3,1.2274496833048278
10.5,Transient 4,-0.5418645567120149
10.5,Transient 5,-1.6106217460909757
10.75,Transient 1,-0.13950080561073577
10.75,Transient 2,-1.2243846863613665
10.75,Transient 3,-0.4235265435124754
10.75,Transient 4,-1.420835510753409
10.75,Transient 5,-0.21949315676761372
11,Transient 1,-0.6286793469374323
11,Transient 2,0.08668227925293709
11,Transient 3,1.3170146065510038
11,Transient 4,0.4321314689879856
11,Transient 5,1.1347791681454398
11.25,Transient 1,-1.1614022830609034
11.25,Transient 2,0.97140264676635
11.25,Transient 3,-0.6639923627519849
11.25,Transient 4,0.7369191787555741
11.25,Transient 5,-0.154801660941714
11.5,Transient 1,0.46957785065751406
11.5,Transient 2,-1.1407111125543439
11.5,Transient 3,-0.24234633065077435
11.5,Transient 4,0.10730282163112558
11.5,Transient 5,0.5129315640686622
11.75,Transient 1,-0.08297506019858462
11.75,Transient 2,-0.3734679150870475
11.75,Transient 3,-1.6071334033288192
11.75,Transient 4,1.4035794131674562
11.75,Transient 5,0.34304191543312323
12,Transient 1,-2.0189055622229954
12,Transient 2,-0.8520588320008913
12,Transient 3,-0.07374560208112864
12,Transient 4,0.19680643713565274
12,Transient 5,1.3914760230438616
12.25,Transient 1,-0.16055032436178868
12.25,Transient 2,-0.39216260357810273
12.25,Transient 3,-0.001266991488530542
12.25,Transient 4,-0.49867650639797967
12.25,Transient 5,1.2870227674778094
12.5,Transient 1,-0.2269267570211779
12.5,Transient 2,0.9691687724020296
12.5,Transient 3,-0.0813373430155681
12.5,Transient 4,2.2382891270184087
12.5,Transient 5,-0.16395076805646538
12.75,Transient 1,0.11337206805974452
12.75,Transient 2,0.7619327395201777
12.75,Transient 3,0.8936017325363593
12.75,Transient 4,1.2256380357432823
12.75,Transient 5,0.5488673449266863
13,Transient 1,-0.7691819299648122
13,Transient 2,0.06473933111931966
13,Transient 3,-0.055689386933409545
13,Transient 4,-1.1528136869668129
13,Transient 5,0.5646553174232377
13.25,Transient 1,0.7733279655946448
13.25,Transient 2,1.3523631650887933
13.25,Transient 3,-1.8792220028677333
13.25,Transient 4,0.49688742376321327
13.25,Transient 5,0.8777869010972735
13.5,Transient 1,-0.9635915302083646
13.5,Transient 2,1.6317604718424323
13.5,Transient 3,-0.1780986110587318
13.5,Transient 4,0.5744057805305598
13.5,Transient 5,-0.27274027945437485
13.75,Transient 1,2.185178915058157
13.75,Transient 2,-1.1735294679878894
13.75,Transient 3,-0.35765906083472215
13.75,Transient 4,1.7363676987638361
13.75,Transient 5,-0.9536277472481448
14,Transient 1,2.063846430118628
14,Transient 2,0.03450685226800311
14,Transient 3,-0.2755395571245469
14,Transient 4,-0.9564623864339487
14,Transient 5,0.3580599000117542
14.25,Transient 1,-1.5532973619499957
14.25,Transient 2,-0.3052042076131263
14.25,Transient 3,-3.320031593397641
14.25,Transient 4,-0.7173059847248855
14.25,Transient 5,-1.8434715513457909
14.5,Transient 1,2.12613014719505
14.5,Transient 2,0.951469685557091
14.5,Transient 3,-0.5682419879939135
14.5,Transient 4,-0.44667918380097194
14.5,Transient 5,-0.8800678170151531
14.75,Transient 1,0.5426006312266431
14.75,Transient 2,1.1995289942342329
14.75,Transient 3,-0.1939801769899869
14.75,Transient 4,-0.6301681272590178
14.75,Transient 5,-0.2410705299535978
15,Transient 1,0.7086853414610897
15,Transient 2,-0.5413144584070273
15,Transient 3,-0.16007257893070032
15,Transient 4,-0.0947627693076766
15,Transient 5,-0.18765535544447232
15.25,Transient 1,-0.8568695825340871
15.25,Transient 2,1.5309250577555595
15.25,Transient 3,-0.2909153085806837
15.25,Transient 4,0.8298530862549851
15.25,Transient 5,-0.046776507852610755
15.5,Transient 1,-1.2640315281212744
15.5,Transient 2,0.5270838893682898
15.5,Transient 3,1.2503832751720296
15.5,Transient 4,1.437535510190148
15.5,Transient 5,-2.0009186559143117
15.75,Transient 1,1.557353126738757
15.75,Transient 2,0.7156134449698057
15.75,Transient 3,0.4738798937396234
15.75,Transient 4,-0.5156783647970822
15.75,Transient 5,1.1857511376916439
16,Transient 1,0.14275009277231424
16,Transient 2,0.5069435090017815
16,Transient 3,0.5060640016158849
16,Transient 4,-1.408409951294022
16,Transient 5,1.8453398181539993
16.25,Transient 1,-1.6441537549247074
16.25,Transient 2,-0.12133386558212501
16.25,Transient 3,-1.0794387991384655
16.25,Transient 4,-0.6544413373858998
16.25,Transient 5,0.5847035473515033
16.5,Transient 1,0.023057636599595033
16.5,Transient 2,-1.1637259468044763
16.5,Transient 3,-0.3457175998392217
16.5,Transient 4,-1.3788356314050156
16.5,Transient 5,-0.8811478910388942
16.75,Transient 1,-0.5706229148130944
16.75,Transient 2,-0.9677143645900088
16.75,Transient 3,0.026682424584230403
16.75,Transient 4,0.0346651717188886
16.75,Transient 5,0.8143845367187433
17,Transient 1,1.1925155282620064
17,Transient 2,0.024600701646104884
17,Transient 3,1.808686455642386
17,Transient 4,0.1000083886403645
17,Transient 5,-0.7722797184219745
17.25,Transient 1,-0.20708236586715245
17.25,Transient 2,0.6439779952554855
17.25,Transient 3,-0.7176893485163499
17.25,Transient 4,2.6338577382175123
17.25,Transient 5,-0.6067795734989048
17.5,Transient 1,1.2381936886406137
17.5,Transient 2,-0.5219150948992801
17.5,Transient 3,1.8074512706926253
17.5,Transient 4,0.5979087565961825
17.5,Transient 5,-1.2270856815167468
17.75,Transient 1,1.0729625372250893
17.75,Transient 2,0.9787919287008972
17.75,Transient 3,0.235215483406896
17.75,Transient 4,-0.6450293100609248
17.75,Transient 5,-0.43887960785351116
18,Transient 1,0.17050921970557345
18,Transient 2,-2.663522904056877
18,Transient 3,-1.3682626650192098
18,Transient 4,0.19752686890265173
18,Transient 5,-0.7517717044058101
18.25,Transient 1,-0.5530907554478148
18.25,Transient 2,0.12051134424133898
18.25,Transient 3,0.06412382912179618
18.25,Transient 4,0.6128862164543367
18.25,Transient 5,0.35825989484611837
18.5,Transient 1,-1.7451546206841442
18.5,Transient 2,1.0929041345891217
18.5,Transient 3,0.700240677702559
18.5,Transient 4,-0.9758322878445655
18.5,Transient 5,-1.1952297562036054
18.75,Transient 1,-1.0817362244298478
18.75,Transient 2,1.7799512464272003
18.75,Transient 3,-0.24863768298719652
18.75,Transient 4,1.5433686030055054
18.75,Transient 5,-1.0820009686373795
19,Transient 1,0.3623788637413263
19,Transient 2,-0.1646559102999291
19,Transient 3,1.5203141352257816
19,Transient 4,-1.0904162295642084
19,Transient 5,-1.1112906820629975
19.25,Transient 1,-0.04073681991633218
19.25,Transient 2,1.6628284398001756
19.25,Transient 3,-1.346152608304105
19.25,Transient 4,-0.24658134685922184
19.25,Transient 5,-0.24471137734999915
19.5,Transient 1,0.07220241332838344
19.5,Transient 2,-1.0548724217281011
19.5,Transient 3,0.43027096155285405
19.5,Transient 4,0.5416194054097633
19.5,Transient 5,1.5257715646844006
19.75,Transient 1,-0.3744403300040113
19.75,Transient 2,-0.5464810438515131
19.75,Transient 3,-0.5683109810287638
19.75,Transient 4,1.0307133132772706
19.75,Transient 5,-0.30365675141176157
20,Transient 1,2.3921935659183995
20,Transient 2,0.1651394985144652
20,Transient 3,0.07583174590720389
20,Transient 4,-1.057566574300695
20,Transient 5,-0.39846655761090827
20.25,Transient 1,0.9272970447773536
20.25,Transient 2,1.8661813778557057
20.25,Transient 3,-0.7907973756636865
20.25,Transient 4,-0.5558610925851473
20.25,Transient 5,-1.6025669472220603
20.5,Transient 1,0.4635145718491709
20.5,Transient 2,0.03789766739283602
20.5,Transient 3,-0.38693009974621145
20.5,Transient 4,-0.5748309970197018
20.5,Transient 5,-1.0707811777647611
20.75,Transient 1,0.2578763728573607
20.75,Transient 2,-0.29955330837998634
20.75,Transient 3,-1.8409410535206496
20.75,Transient 4,-0.14958540621417793
20.75,Transient 5,-1.3280933490304945
21,Transient 1,-1.8453618945324421
21,Transient 2,1.3636760288535699
21,Transient 3,0.5997601390808397
21,Transient 4,-1.4795521170291022
21,Transient 5,0.1600005127744806
21.25,Transient 1,-0.6721778079613858
21.25,Transient 2,1.7339548024344626
21.25,Transient 3,0.05663500432895767
21.25,Transient 4,-0.21219413615892727
21.25,Transient 5,-0.5090765807080426
21.5,Transient 1,-1.2749038309918785
21.5,Transient 2,0.19883939224155886
21.5,Transient 3,-1.087156336691826
21.5,Transient 4,-0.990601059590489
21.5,Transient 5,0.19859844263691015
21.75,Transient 1,-0.2637627745415975
21.75,Transient 2,-1.102231279263215
21.75,Transient 3,1.1888904118525783
21.75,Transient 4,0.12167220398424362
21.75,Transient 5,1.0956144345972372
22,Transient 1,-0.7154559726436946
22,Transient 2,-0.11432528731237422
22,Transient 3,-0.4122954765717849
22,Transient 4,0.890671960050764
22,Transient 5,1.9058740961386365
22.25,Transient 1,-0.690191107209791
22.25,Transient 2,-0.28978323063261396
22.25,Transient 3,-1.4368200970509453
22.25,Transient 4,-0.5634621418228509
22.25,Transient 5,0.4823138423941942
22.5,Transient 1,-0.6714677011982082
22.5,Transient 2,1.1873222896925102
22.5,Transient 3,1.3367315280812166
22.5,Transient 4,-0.6844868139455549
22.5,Transient 5,1.6165627553536226
