t,Transient 1,Transient 2,Transient 3,Transient 4,Transient 5
0,0.4544457700341156,2.0459170450081445,0.4667960312338624,-1.2548228617945578,-0.502296812420776
0.25,-0.7182868281326859,0.3502062573386646,-1.8374952568851672,0.485778081625201,-0.32578873351289195
0.5,-0.6841022673454922,-1.0883186777553673,1.1286923069580714,0.9597667945229016,-0.4979835651327059
0.75,0.18782845965345615,-0.4467617246641145,1.278822197231768,0.41928625043475737,0.8396426652649424
1,-1.0789469761504569,-1.3723060314124151,-0.6841224322312864,0.24529313733498556,-0.4466564518239038
1.25,-1.4531696346820207,-1.524990071893886,1.16430257434218,0.3626634862181981,1.3814556799049291
1.5,-0.6475770571311606,0.017082816662287982,0.4073492373044884,0.028741464586586492,-0.028115878397215847
1.75,1.2254048861130025,0.23132343892611765,-0.27961552441682375,0.1742292822208146,-0.9257945175816494
2,-0.9849198310495295,0.51019399964152,0.9503071576708654,0.2069040075129778,-0.09929506514749392
2.25,0.9907780166272494,-1.255079387967165,-0.49816192083404276,-0.18500639227090396,1.7817818462815034
2.5,-1.3433249898463777,-1.1092840206004688,-0.82328969060083,-0.9388504778504904,-0.3125527367977286
2.75,-0.002714824756484693,0.43558173745994677,-0.5477873101894388,-1.3483122468039357,-0.5681180967225108
3,1.6150892765285745,1.6573129997670943,-2.9943256372619382,-0.4756803315642599,1.2178307233323797
3.25,0.17018035397357234,-0.9284843793941148,0.8086110051391019,0.061044876902382375,2.012062888919283
3.5,-0.7255019615115702,-1.4866244726238356,0.7217109962386404,0.22345136447710195,-0.38523020977218425
3.75,1.1513999673493263,-0.5144011308148556,0.6703647290579046,-1.3103262407494924,-0.02782737787234078
4,-1.1152697745418438,0.3390682978146711,1.4778174737021734,-0.3492552453758818,-0.3349136449319647
4.25,-0.22799359351516527,0.6876736750777206,0.24181714359634388,-0.30453495163004685,-1.7366228923905815
4.5,-0.8856739107706062,1.3249262740635224,1.453403928246823,0.11161075951420317,-1.1971470443012595
4.75,-0.799806408999285,-0.8852650514380548,-1.9705225362634817,-0.11842235619372872,-1.2221530923916357
5,0.05997206270181432,0.5392461001205379,0.43371588383224835,1.3610590549862627,0.6175010102924644
5.25,-0.6714870103156371,-0.10664255932387363,-0.5309779020429855,-0.4871009091096448,0.7033395492067823
5.5,0.8481343733413936,-0.07840187905429183,2.4383977828350933,0.3072018030978165,0.2555315079916055
5.75,0.21954558677024444,0.9808649470296137,-0.9328103307405072,0.5195957575521765,1.8702380932379516
6,-0,0.3816623349538885,0.6177439564140389,-1.551200574049888,0.266240930575782
6.25,0.28353383362740886,-0.9773450514334903,-0.17511510559712162,-0.8616307662023825,0.6461001979193313
6.5,-0,0.11617458089436533,0.45684974378806764,1.5019193999943319,-0.7775451647789544
6.75,1.0102643974874614,0.23726890356108546,-0.3366913472972457,-0.22166371192555226,0.09584693046457028
7,0.3435217091874212,0.028288215275239403,-1.031588204960915,1.0845996112507488,-0.2110332909594535
7.25,1.0430169746559133,1.026352345158126,0.165886088614954,-0.1280761469009102,0.27385111678834073
7.5,-0,1.1042854106644555,-0.7257329771470852,0.9637319668382157,1.1863406818583002
7.75,-0.44276625945110826,0.2536550582520114,-1.6145593177947217,-1.075675463629368,0.3211661417354571
8,0.38825093713194586,-0.7097618296426742,-0.17153686325249418,1.0798958473403562,-1.0351495598677636
8.25,-0.42768011180389626,-1.0335773712119736,-0.5080920866276615,-1.1834975617611447,0.4007191191853729
8.5,0.40327437585196574,1.0336499876518124,0.21917399344832153,0.2738685468271569,-1.4451763038515564
8.75,-0,-0.5787900010255588,0.598006127370304,1.1542765505582047,-0.7383413788373249
9,0.41567627502786136,-1.7338406137894957,0.16681454879991958,-0.6197227098529984,-1.147533145946968
9.25,1.1122361275213903,-0.1497957416131143,-0.04459819747291636,-2.139794878657274,-0.4898828174963594
9.5,1.1178040680936139,1.1902758308814383,1.2352230323985007,0.8048007692995971,0.8266327117025972
9.75,2.297116274803783,0.5917147095303453,-1.3186567478243603,-0.2305272992772339,-0.8427977003734396
10,-0.39215443113670073,1.5596338203540019,-1.1272593669509685,0.49542476820308834,0.45961099951884704
10.25,-0,-0.7648207227708768,0.5684173693948641,-0.29544695113938535,0.3359787453741147
10.5,-0.3841291634109284,0.3492157379838956,0.6856629203789694,1.1387137822738582,-2.3202961210623747
10.75,0.4493141919247898,-0.7110990003735097,-1.6888270447360023,1.2153492555874936,1.0720825702157029
11,-0,-0.6851754788903428,0.40218289236571364,-1.6136138834859477,0.3009043843850795
11.25,-0,-0.6596357681296834,0.27230644479132216,0.9454862226429258,-0.21910010700747098
11.5,-0.36934328112141734,-0.2530448617531518,-0.7044090366105953,1.0927618933826826,-0.43945529867506117
11.75,-0.3657946886430171,-0.22757719787898328,0.2668825684616578,-0.5620053321535173,0.2325117176435585
12,-0.3623048457464053,-1.8872033136054414,-0.5609647454424045,1.0837896216905258,0.003802826881064029
12.25,0.47340523521730554,0.8757901633434553,-1.010590435966899,-0.06311004446055445,-0.07279934343618472
12.5,0.47721025262778444,1.2286966552714125,-0.03353146236892341,-0.7974349688464671,-0.2231016091221341
12.75,-0,-0.5125308792625108,0.4249204104601283,0.6137690481663202,0.07193393565009316
13,-0.34880401279111933,1.2816936315958964,-0.6050788063466035,1.8216283397702313,1.780114372898526
13.25,-0.3455103484079826,-1.3072289855905115,-1.313813520627491,-1.096733712570201,-1.3627606342744132
13.5,0.4920796559980553,0.31276243549801075,0.826851412776375,-0.43274953521687465,-0.4984453963828973
13.75,0.4957082326853516,-0.03146874817499924,1.3370049658372563,-1.4414212314707104,-1.1139263283127778
14,1.1967968013519925,-1.7144663191735983,-1.4742055474961229,-0.333182934001046,-0.7774452765766975
14.25,-0,0.7403998568649158,-1.674804547438981,-0.16701709808401166,-0.5950792396724804
14.5,-0,-0.34890644584556385,-0.07520417250862091,-0.574536189614645,-1.1028198283935178
14.75,-0.32641414502198174,0.06309079906827143,0.1464212317937031,1.2386843146860262,-1.2212103951044528
15,0.5133404434778175,0.08644563254101828,-0.7085624647401494,0.4214148363450839,0.6629592905312472
15.25,-0,-1.133418105361003,1.4675838393951273,-0.8436814479653804,0.24783002721949524
15.5,-0.3172438223501665,-0.6711448544946197,-0.32984242783346546,-0.7404820612510233,-0.026548979080846122
15.75,-0.31423971462385675,-0.6493308428515112,-0.3539077199053742,0.6733002199902784,0.46775182485446176
16,-0.31126217925754807,0.5523742358593204,0.10722310535107493,-0.20753630775598392,-0.7296899348063874
16.25,-0.30831135913549346,0.5757273140410912,0.5065555196655844,0.9050483484717361,-0.9959447538090427
16.5,-0.3053875566179729,-0.5845047655863873,-2.137777453586285,-0.9711581546780853,1.4775863990350986
16.75,-0,0.6221049006190977,-0.9062866522613635,-0.11610605142636986,0.10318228351881539
17,0.5400094837307007,0.6451389895446427,-0.2527993403063513,-0.5212718570501756,-0.30585132152858685
17.25,0.5432146742433052,-0.9665082101936464,1.0095712756526023,-0.08895659966440872,-1.004209706450303
17.5,0.5463931783345121,-0.08139506604788994,-0.008907485541805898,1.1670579148388698,1.1121366469493854
17.75,-0.29114569806497753,-0.925774897125558,-0.8688224053255728,0.1251685353899568,0.9734613307244759
18,1.2546818433264946,-0.9055599823942933,-0.9111846961404069,-0.3357335494315811,0.5333052485569282
18.25,-0.2856177947120385,-1.9133053299683858,-0.12196717796017933,0.13699960442729195,-0.3064082576332405
18.5,1.2613753381527901,-0.4160932656924927,-0.6128950721793186,-0.9619769071118407,1.2319687588552164
18.75,-0,0.025723596934245464,-0.9191407844279453,1.2435936102340628,0.6372330458519284
19,-0.27750990279039656,0.04685489629404276,-0.8373484456620562,-0.8524143131344601,-0.18072041103171096
19.25,1.271191822828104,-0.35455128449651924,0.4108556605398168,0.04201210641010092,0.9925431662866062
19.5,0.5708426180109953,-0.334236726219709,-1.7429074220618117,0.9288936844646872,-0.9257610624395811
19.75,0.5737790313663855,0.5102244985055647,-0.07106743133054491,1.0763171072160118,1.059548183472575
20,-0,0.9136367452681096,1.1738354749869662,-0.14539654575156738,0.38753171959608573
20.25,-0,0.5527308489435239,0.7412567980839614,1.072619533280269,1.1327973676833794
20.5,-0,-1.2022144556870857,-0.22974017815345193,0.7944598548611469,1.9340962060360563
20.75,0.5852776343254031,0.5948510504140845,-0.622328434979573,-0.9639974568183821,0.45695718222760706
21,-0,0.6157607415452004,0.9157203434618615,0.8571919518091972,0.44637649101338694
21.25,1.2961576529150867,-1.1472787164970262,0.132329571310461,-1.6334719965107012,0.17798554735687172
21.5,-0,-1.129148965455676,0.1400649206081963,0.32594847240367,-0.2834001521839265
21.75,1.3021284551660253,-0.1556711684743031,-0.1244392356294333,-1.2533474999540986,-1.7126952633070285
22,-0.247164242393608,-1.6478650979640317,1.9474633598949271,-1.2160730784914346,-0.19227137946920655
22.25,-0.24478234703851418,-1.0752929860811764,-0.9489422820333849,0.019907385753357678,0.20951376337424252
22.5,-0,0.33250528154130826,-0.5321269044843319,-0.7387312637755646,-1.5440618960574455
22.75,-0.24007872581317166,-1.5972173754603884,-0.39456062716925155,-1.0109913431211004,0.09702782382761312
23,-0.23775717465322252,-1.5805123711220956,-0.6078811750423389,-0.5991067980145074,0.4880172007626306
23.25,-0,0.391292428209444,0.6416007869475151,-0.11072342739493131,-0.5888095847160711
23.5,-0,-0.022018454421811735,1.5296182425948919,0.6672301236655422,-0.9298777157519673
23.75,1.9517992963626247,-1.530905045757078,-0.4134584081493955,-0.08107531422996733,1.5985589786119234
24,1.327719713250572,-0.4487130785354675,1.2593147654431478,-1.2296247872833754,-0.20218080492793272
24.25,1.3304397755004949,1.269792580062831,1.188905039015238,-1.1110827812589736,-0.5888413414473165
24.5,-0,0.4874356246761825,-0.659018174659973,0.04443946586239982,0.9208772294842155
24.75,0.6273742493547346,0.5063882716219927,2.6237602356482195,0.867972815701572,-0.9196423082412309
25,-0.2199233987000358,-0.3776944181118701,0.25479626754072177,0.1308092545403573,0.9371277313606825
25.25,-0,-0.3601546588577011,1.0281434487281527,0.78720661523352,-0.5773723660206169
25.5,-0.21567083759534053,-0.34270297192959814,0.1582069283837243,0.365062832872373,0.4470403537650971
25.75,0.6369743690477415,-0.32534098056339805,0.28917867667017433,0.9347474812627651,0.7322873907329255
26,-0.21149099627389695,0.5998045140514051,0.4923964158676043,0.16413849592349553,-0.7234554438061432
26.25,-0.20942852347772453,0.1790141063836483,-0.5575859711035898,0.758109435024601,1.0208693569230995
26.5,-0.20738444353912425,-1.3556326728969745,1.1150433274925386,0.08215034559541536,1.1223350131321472
26.75,-0.20535882676356096,0.21441408468022508,-0.4525356572265276,-0.465940070334776,-0.19783692039025955
27,-0.20335174312118204,-0.7527107887793028,-1.0880175814800772,-1.4612646859971208,-0.06355847748049084
27.25,-0,-1.309577451807954,0.25200398661506973,-0.06298901501919145,-1.8448874017459092
27.5,-0.19939345338495354,1.1264528783396326,-0.9152064795003249,1.4682858453969472,0.018994901189300327
27.75,-0,-0.7046043917169712,1.2484715488249,0.9929614016530968,-1.4862273521715337
28,-0.1955101270362887,-1.9413726494596268,0.4806815140241642,-0.9257879804112198,0.7011848408473884
28.25,-0,0.76231573062228275,-1.889519796967568,0.7401360524655722,-1.447921094298956
28.5,-0.19170402242697696,-0.6572480351817349,0.7310007373086185,-1.0322359930771863,-0.5557734930400828
28.75,0.6637851508039811,0.3525334926760872,-0.453881630734409,0.9655574542525273,0.515965584299255
29,-0,-0.1074721066793352,-0.1751817777012359,-0.07973896474341907,2.262115552729962
29.25,-0.186120249170439,0.832279920630224,-1.8985061669884402,-0.7577322367136358,-1.7868229527504749
29.5,-0.1842917025924776,0.40291351794787883,-0.6438860087249376,-0.481117752762583,-0.7419632080262747
29.75,2.590544663588695,-1.1613760200659309,-1.088299340500303,-0.23653394159888316,-0.5196568922208529
30,-0,1.3065341316874979,0.6235625685805779,1.9846457481705455,1.11063933359267
30.25,-0,-1.1326893278500494,0.43065095125262554,0.8818471849331818,-0.9139273986440675
30.5,1.3909706583015629,-0.011714014327147531,0.15414325515329133,-0.40021993658002164,0.09436748857944426
30.75,-0.17539683883437926,1.3588702192658517,-1.8641867264577898,-1.8087166557742338,-0.6766820168334603
31,-0.17366782905512596,0.019555900149514978,-1.1598914471905752,1.5662472724100172,0.1033130828629875
31.25,-0.17195560184955433,0.5175252669945616,-0.628658751861898,-1.4456874344136652,-0.28496468991427754
31.5,-0.1702602115293202,0.9846455685292899,-0.1012432781872218,-0.5604302820256325,0.47690128569234774
31.75,0.6877907208129642,-1.7415986092961746,-0.6464537977620191,1.313051930715635,1.358945907618304
32,-0.16692189791268305,-1.7288834086770275,0.7010808109971848,0.5151412803327323,0.1822544959366009
32.25,-0.16527516812764445,-0.43140617480234755,-1.093319505141571,1.33115020148554,0.7866857423289408
32.5,0.6933758708896778,0.5969002798032333,0.44401778394167635,-0.589321269055721,-0.7321580327355562
32.75,0.6952051383114464,1.066359132108398,-1.2118582675538239,1.2425014327858357,0.3561705347561618
33,-0.160421758557973,0.14138068704548942,-1.1868547431972138,1.9630542267706774,-1.6577675464894541
33.25,-0.15883303019044975,-0.3741848860787701,-0.21638763842094,0.24736359359810078,-0.6153152018370236
33.5,-0.15725891272769396,1.1143756608856326,0.06547068868739542,0.6195365415236307,0.41639232956751104
33.75,-0.15569944988383966,-0.34604681020466577,-0.8541899555198551,-1.840395239548327,-0.1539999758043348
34,0.7041057214346107,0.6894633117704995,-2.082282843655455,-0.3872395691567363,0.9156143283363407
34.25,-0,1.5929119664061906,0.6549617187227212,-1.8016562288256914,-0.35235577140455815
34.5,-0.1511094222582188,-1.6057372148273668,-0.2626677980936695,0.7388148743624865,1.4300867713161456
34.75,-0.14960900973290084,0.24381412652161882,0.10735960943287784,-2.6866117425559874,0.13405068808610454
35,-0,-1.5819654480153584,-1.3800141036113314,-0.27421052916532457,0.07173612931722673
35.25,-0.14665283427923098,0.2723733161466311,-0.28686240670195917,1.767318072022933,0.5919007039526258
35.5,-0.1451988301406414,1.238858784132073,-0.35645979884568774,0.3172689731605493,-0.13558869079031724
35.75,-0.14375808920746005,-1.5468483615613515,0.01704698512342545,0.14357530337043564,0.5746082512233668
36,0.7174831241369442,-0.22314648923862437,1.5130656806750389,2.8509986471908477,-1.8915404406268084
36.25,2.648166448113624,-0.20986164676391975,0.9336336656912689,-0.3875163667270941,-0.970805379525508
36.5,0.7206722665485594,-0.1966505530362921,0.7792360209771111,0.6128829996869939,0.3529776227094863
36.75,-0,-0.18351440001692046,-1.1039065930954592,1.0700629567767492,-0.2424953994106157
37,0.723804123245664,0.8660343285193904,0.4608903576747316,2.7976060910407323,-0.5956473255260604
37.25,-0.1353799608019783,0.38357935317423636,0.9224112301809634,0.4533043503174939,0.9883520818727743
37.5,-0,-0.1445660311976313,-1.940514319367397,-0.7842980239500561,0.05084438227374439
37.75,-0,-0,0.050253171873262795,0.2620466608539422,0.04771530640393104
38,-0.13136362329146697,-0.11895517403535087,1.5042465076970915,-1.561607179731206,1.3157543156464806
38.25,-0,0.437373829666289,-1.1546868484957435,0.33628995038886716,0.5609394474115481
38.5,-0.12875064643317694,1.4160146518305914,1.9787284337336146,-0.7579470169781718,-1.0501764679112933
38.75,-0,-0.08107004155581639,0.46132516366747334,-0.3044053361552341,-0.6405112951965118
39,2.0891949159233736,1.444449059932576,2.099665894202747,-1.1003749128387907,0.812026141595089
39.25,-0.12492906148139842,1.458542756903443,1.124715789093474,0.3162445251751458,-0.1660106679531938
39.5,-0.12368278473063185,0.502949645438227,-1.6425623497717519,2.0687708518791914,0.7340466377205509
39.75,-0.12244742929066846,1.4865012078783253,-0.3638537593982352,-0.6448470723429296,-0.1566361932737632
40,0.7413761953180886,-0.633132527183273,0.9676811945203715,0.526203667572488,-0.8482137622388571
40.25,-0,-0.007253057705857665,0.6930766021772228,-2.125794426315681,0.9104679316875112
40.5,-0,-1.3385392007848589,-1.1553217385695667,0.7771721860854629,0.7906977888195529
40.75,-0.11761573725120884,0.016801129350478925,0.7018191361546492,-1.1856656669152648,0.08967367467725099
41,1.4657267382859027,-0.5879689264023038,-0.5627412514604064,-1.1067469576371727,-0.04820007046309227
41.25,-0,0.04057021541252459,-1.8977783501152292,0.37610660948077307,-0.19271275959839448
41.5,-0,0.052342275637208086,0.12418537520646424,0.676597862741388,1.2339748067644243
41.75,-0,0.0640494715428382,0.3185433933123466,0.16465124843090817,0.7407685705963588
42,-0,0.07569217180053953,-0.6860931298994669,0.2030304717832115,-0.4246348037413234
42.25,-0,-0,1.8586823175451876,0.08996365731506725,-0.10990027945362248
42.5,0.7545566345826199,-1.2578636032086263,0.5067449721333259,1.0203333827892633,0.977854342256097
42.75,-0,1.6479786511173258,0.3030420870582243,0.38188530375141205,0.029957919238071302
43,-0.10739322938231574,0.12159825431574559,0.7951636716535708,-1.1880087175414977,-0.14899814981939696
43.25,-0,-0.49025621152786086,-0.11716535032466545,-0.7408825834947522,-1.019068195681315
43.5,-0.10524605653718806,-1.2190152624253892,0.17973625313652933,0.7728525273334119,-0.5885521256713474
43.75,-0.10418970658247276,0.15529926317894216,-1.1925061355003783,-0.5425693567008271,0.025925276228478646
44,1.4821313500290973,0.7241636772615447,0.05635698560288049,0.24948813897751743,0.20294113528187582
44.25,0.7630339536028513,-0.44852921320399936,1.1642474951083983,-0.9746669623668178,0.6263607985892296
44.5,-0,0.7473481687014765,0.6502901372031963,-1.2370111434843165,-0.7130340330432464
44.75,0.7653538886912271,0.19931943876111471,1.6487169157246149,2.415484910988477,0.4087055827507014
45,-0,0.21016311613385885,0.4202417293219017,0.24218879790061446,-1.3517769829042188
45.25,-0.09804866990156817,0.781621591500073,-0.44167272533216423,1.3455356723436924,-0.6649650288397148
45.5,-0,0.23165021355141396,-1.5657594391282534,0.34437432713350224,0.9094307343592908
45.75,0.7698658925198444,2.250928514479455,-0.15738340617049812,1.568320995387362,-0.9326369519658676
46,1.4920562390721752,0.2528613535007493,-1.280757471249763,-1.0399999353449723,-0.5102155148092663
46.25,-0.09414368358129363,-0.36807876680908924,-0.6366378139131512,-0.11296060057373947,0.1715589038961981
46.5,-0,-0.3583019808145923,0.9571366849529636,1.9912784665579644,1.2336436957109929
46.75,-0.0922483362649189,1.846823223225294,0.7287871546349423,0.29114268749404904,0.4826894636258591
47,-0.09131501086199562,-0.3389258190620188,-0.15724486000081597,0.8931976793388189,-1.8574428771799445
47.25,-0.09039127412836857,0.8700265140240708,1.1160754991669277,-1.0194820437487475,-0.007039864593961769
47.5,1.4990097082039662,-0.31979152314072756,-1.2296794467431797,-1.4445556322548032,1.2656147145014478
47.75,-0.08857263530681332,0.8914727759394251,-0.6863925342776408,1.9730966710798115,-1.7691706013826183
48,-0.0876793385458658,1.4214530673255545,-0.7170426631760172,0.7597038673762698,-0.3774987760525255
48.25,0.7803897877954765,-0.2915607973651496,1.0353616973165072,0.5469044174070246,1.1151515917390828
48.5,-0.08591753057960867,-0,0.68509259744303,-1.214524445459055,-0.9932450809591352
48.75,-0,-0,0.21422171156688885,-1.787864068011818,-0.0888692310775666
49,-0,-1.0223682027959704,-0.851333978555001,-1.0867226534612098,-0.7862503856987832
49.25,-0,-1.014082973527734,1.1580669351320734,-1.3236443314048758,0.9426185083683695
