Run/Bounds,F_min,τ_r0,τ_nr0,τ_d,τ_0,τ_1,τ_l,N_l,N_D,r,C,η_01,η_02,η_03,η_04,η_05,Seed
Run 1,-2.871911567992853e8,374.80702997054925,215.1186538172571,8.56018266518193,23.873556395092955,9.999991893901192e8,140.33781635333335,335.98541721635826,848.4866565262943,1.000000000034896,14580.009951621934,8.491222298948075e-5,0.0007812592574599436,0.008147177892822615,0.06004709099278866,0.49999999999977585,3.571448292113961e18
LB,x,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0e-6,1.0e-6,1.0e-6,1.0e-6,1.0e-6,x
UP,x,5000.0,5000.0,1000.0,1000.0,1.0e9,1000.0,10000.0,10000.0,1000.0,1.0e6,0.5,0.5,0.5,0.5,0.5,x
