x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
Run/Bounds,F_min,τ_r0,τ_nr0,τ_2t,τ_1t,τ_1e,τ_1d,α,β,r,C,η_01,η_02,η_03,η_04,η_05,Seed
Run 1,-2.8720209621921587e8,143.33670627611198,486.8838129312939,122.55968745553135,7.354383969810314,279867.25808281754,428.70201970842385,707.4500524227195,529.770878497217,39.25732501931577,25280.613890669083,4.5488193622725e-5,0.00044253834964667074,0.004678033586148911,0.03665097722970462,0.32650581140425794,7.517617185766564e18
LB,x,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0e-6,1.0e-6,1.0e-6,1.0e-6,1.0e-6,x
UP,x,5000.0,5000.0,1000.0,1000.0,1.0e9,1000.0,10000.0,10000.0,1000.0,1.0e6,0.5,0.5,0.5,0.5,0.5,x
