x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
Run/Bounds,F_min,τ_r0,τ_nr0,τ_2t,τ_1t,τ_1e,τ_1d,α,β,r,C,η_01,η_02,η_03,η_04,η_05,Seed
Run 1,-2.872020962415272e8,143.14172317883947,488.91928287443,122.67115499162794,7.353987204256027,280898.7276110848,428.8868444326375,710.2089508674128,531.784504632088,39.719937614571755,25389.59869006675,4.529107137808049e-5,0.00044066762673083834,0.004658158382484133,0.036498430077612234,0.3253547794192866,5.754725387521468e17
LB,x,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0e-6,1.0e-6,1.0e-6,1.0e-6,1.0e-6,x
UP,x,5000.0,5000.0,1000.0,1000.0,1.0e9,1000.0,10000.0,10000.0,1000.0,1.0e6,0.5,0.5,0.5,0.5,0.5,x
