x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
Run/Bounds,F_min,τ_r0,τ_nr0,τ_2t,τ_1t,τ_1e,τ_1d,α,β,r,C,η_01,η_02,η_03,η_04,η_05,Seed
Run 1,-2.872020961909016e8,143.45309228188816,486.30496850579624,122.51024868631967,7.354385726981103,279276.2198828755,428.58863224499964,705.6962917826196,528.7375411895455,38.87979118525555,25225.96428956757,4.559205624318832e-5,0.0004435225148053823,0.004688575205864704,0.03672691527520841,0.32708373215998326,8.142228226194821e18
LB,x,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0e-6,1.0e-6,1.0e-6,1.0e-6,1.0e-6,x
UP,x,5000.0,5000.0,1000.0,1000.0,1.0e9,1000.0,10000.0,10000.0,1000.0,1.0e6,0.5,0.5,0.5,0.5,0.5,x
