Run/Bounds,F_min,τ_r0,τ_nr0,τ_d,τ_0,τ_1,τ_l,N_l,N_D,r,C,η_01,η_02,η_03,η_04,η_05,Seed
Run 1,-2.8720209623481584e8,143.22803628493588,487.95162508851996,122.67206481810065,7.353885351722249,280642.0874984946,428.87885836184626,708.9536771092667,530.7272201777546,39.52434117912462,25342.354488864567,4.537978293698944e-5,0.0004414833717519235,0.0046667367823597355,0.03656541932317427,0.3258530923746501,5.511700803869067e18
LB,x,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0e-6,1.0e-6,1.0e-6,1.0e-6,1.0e-6,x
UP,x,5000.0,5000.0,1000.0,1000.0,1.0e9,1000.0,10000.0,10000.0,1000.0,1.0e6,0.5,0.5,0.5,0.5,0.5,x
