Run/Bounds,F_min,τ_r0,τ_nr0,τ_d,τ_0,τ_1,τ_l,N_l,N_D,r,C,η_01,η_02,η_03,η_04,η_05,Seed
Run 1,-2.8720209551771003e8,144.994004278027,471.0019195066401,122.27935203208199,7.353410710107326,276064.2341254156,427.86719652518093,684.2019631092404,512.5348447228752,35.63983266250456,24427.993718268073,4.711462683735937e-5,0.00045803731837214387,0.004840202728521717,0.03789562551795893,0.33576932357174577,1.9837421112154442e18
LB,x,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0e-6,1.0e-6,1.0e-6,1.0e-6,1.0e-6,x
UP,x,5000.0,5000.0,1000.0,1000.0,1.0e9,1000.0,10000.0,10000.0,1000.0,1.0e6,0.5,0.5,0.5,0.5,0.5,x
