x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
Run/Bounds,F_min,τ_r0,τ_nr0,τ_2t,τ_1t,τ_1e,τ_1d,α,β,r,C,η_01,η_02,η_03,η_04,η_05,Seed
Run 1,-2.87202095708385e8,144.8095692110846,473.2937378121895,122.63768927044889,7.353451237556402,279660.30934531946,428.5928279910084,686.709551634872,512.7576812250131,35.866216204873375,24545.347922380653,4.683862919203472e-5,0.00045579775580536087,0.004817799371272216,0.03772819569353675,0.33442415565629213,1.5526819814578322e18
LB,x,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0e-6,1.0e-6,1.0e-6,1.0e-6,1.0e-6,x
UP,x,5000.0,5000.0,1000.0,1000.0,1.0e9,1000.0,10000.0,10000.0,1000.0,1.0e6,0.5,0.5,0.5,0.5,0.5,x
