x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
Run/Bounds,F_min,τ_r0,τ_nr0,τ_2t,τ_1t,τ_1e,τ_1d,α,β,r,C,η_01,η_02,η_03,η_04,η_05,Seed
Run 1,-2.871908727587037e8,135.6748351547169,605.7757299294128,8.749126249919415,23.944385146143237,9.999998694539627e8,157.70848853120202,620.1820632017517,1534.4478352818198,999.9999999966435,26159.20253707839,4.70708614466181e-5,0.0004345622478441866,0.004544530358531735,0.034139928089082214,0.3194343650586399,2.4341332455850353e18
LB,x,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0e-6,1.0e-6,1.0e-6,1.0e-6,1.0e-6,x
UP,x,5000.0,5000.0,1000.0,1000.0,1.0e9,1000.0,10000.0,10000.0,1000.0,1.0e6,0.5,0.5,0.5,0.5,0.5,x
