x1,x2,x3,x4,x5,x6
87.31276405069775,0,4,14130,17542,9199
87.56881321213675,0,2,14257,17361,9234
87.82486237357574,0,5,14269,17576,9474
88.08091153501474,0,4,14297,17242,9322
88.33696069645373,0,5,14036,17446,9189
88.59300985789272,1,4,14042,17188,9264
88.84905901933172,0,2,13984,17195,9102
89.10510818077071,0,2,13859,17178,9005
89.36115734220971,0,6,14138,17128,9184
89.6172065036487,2,2,13871,17037,9142
89.8732556650877,0,2,13852,16971,9320
90.12930482652669,0,1,13907,17216,9284
90.38535398796569,1,3,13489,16997,9169
90.64140314940468,0,3,13788,17128,9109
90.89745231084368,0,4,13617,17028,8923
91.1535014722827,1,4,13781,17014,9114
91.4095506337217,0,1,13606,17098,8899
91.66559979516069,0,1,13372,17049,9092
91.92164895659968,1,2,13288,16899,9113
92.17769811803868,1,1,13414,16834,8794
92.43374727947767,1,5,13546,16844,8937
92.68979644091667,1,3,13467,16803,8956
92.94584560235566,1,5,13379,16728,8903
93.20189476379466,1,2,13396,16487,8941
93.45794392523365,2,4,13108,16657,8743
93.71399308667264,2,1,13234,16867,8918
93.97004224811164,1,3,13112,16655,8758
94.22609140955063,0,1,13228,16697,8842
94.48214057098963,1,3,13091,16618,8972
94.73818973242862,3,4,13066,16599,8816
94.99423889386762,1,2,13162,16738,8871
95.25028805530661,0,5,12915,16587,8605
95.50633721674564,0,1,12810,16647,8727
95.76238637818463,1,4,12861,16456,8844
96.01843553962362,3,3,12945,16524,8860
96.27448470106262,1,3,12897,16304,8740
96.53053386250161,0,7,12846,16354,8676
96.78658302394061,1,1,12701,16083,8708
97.0426321853796,0,5,12719,16387,8679
97.2986813468186,0,4,12501,16405,8593
97.55473050825759,0,4,12534,15980,8585
97.81077966969659,0,2,12506,16208,8841
98.06682883113558,0,3,12426,16196,8496
98.32287799257458,0,8,12490,16062,8507
98.57892715401357,0,2,12448,16274,8624
98.83497631545256,2,2,12474,16093,8727
99.09102547689156,2,1,12545,15962,8419
99.34707463833055,1,2,12368,16265,8440
99.60312379976958,0,6,12184,16034,8520
99.85917296120857,2,0,12303,15770,8536
100.11522212264757,2,6,12150,16032,8489
100.37127128408656,1,3,12160,16163,8406
100.62732044552556,0,1,12401,15960,8402
100.88336960696455,1,3,12001,15822,8601
101.13941876840354,1,4,12107,15913,8518
101.39546792984254,0,2,11797,15984,8249
101.65151709128153,0,0,11964,15620,8301
101.90756625272053,0,9,11838,15864,8466
102.16361541415952,1,5,11785,15709,8224
102.41966457559852,0,4,12002,15896,8326
102.67571373703751,0,0,11931,15699,8349
102.9317628984765,0,3,11572,15594,8375
103.1878120599155,1,4,11625,15769,8156
103.4438612213545,0,2,11687,15400,8243
103.69991038279349,0,2,11577,15743,8413
103.95595954423251,0,3,11753,15465,8183
104.21200870567151,0,3,11594,15574,8134
104.4680578671105,1,4,11590,15453,8242
104.7241070285495,0,2,11554,15658,8033
104.98015618998849,1,4,11624,15406,8124
105.23620535142749,0,5,11485,15691,8287
105.49225451286648,1,1,11409,15233,8153
105.74830367430548,1,2,11296,15622,8273
106.00435283574447,0,4,11489,15349,8198
106.26040199718346,1,1,11351,15343,8065
106.51645115862246,1,1,11426,15171,7864
106.77250032006145,0,1,11255,15527,8032
107.02854948150045,0,1,11455,15412,7930
107.28459864293944,2,4,11302,15375,7976
107.54064780437844,0,3,11142,15181,7954
107.79669696581743,4,4,11026,15155,7942
108.05274612725643,3,1,11021,15277,7840
108.30879528869545,0,4,11175,15070,7948
108.56484445013444,0,1,11021,15164,7900
108.82089361157344,0,0,10938,15080,7836
109.07694277301243,2,3,10877,15050,7849
109.33299193445143,2,2,10921,15047,7953
109.58904109589042,0,4,11020,14908,8028
109.84509025732942,1,1,10923,14953,7748
110.10113941876841,0,1,10799,15239,7752
110.3571885802074,1,1,10742,14823,7751
110.6132377416464,0,1,10832,14870,7770
110.8692869030854,0,5,10697,15031,7682
111.12533606452439,2,2,10649,14732,7730
111.38138522596338,2,1,10517,14771,7828
111.63743438740238,0,1,10551,14929,7734
