x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
Run/Bounds,F_min,τ_r0,τ_nr0,τ_2t,τ_1t,τ_1e,τ_1d,α,β,r,C,η_01,η_02,η_03,η_04,η_05,Seed
Run 1,-2.872020962481432e8,142.97264351037128,490.65788067724674,122.65865457583483,7.354136837466813,280584.50210091093,428.88684387948354,712.8225663652913,533.8122446960873,40.12318954966518,25481.269602570905,4.513031632422263e-5,0.00043907891699531337,0.004641417931789122,0.03636995833554287,0.3244009820464828,1.211766954589438e18
LB,x,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0e-6,1.0e-6,1.0e-6,1.0e-6,1.0e-6,x
UP,x,5000.0,5000.0,1000.0,1000.0,1.0e9,1000.0,10000.0,10000.0,1000.0,1.0e6,0.5,0.5,0.5,0.5,0.5,x
