Run/Bounds,F_min,τ_r0,τ_nr0,τ_d,τ_0,τ_1,τ_l,N_l,N_D,r,C,η_01,η_02,η_03,η_04,η_05,Seed
Run 1,-2.872020958394028e8,144.4931654775074,476.42000003293117,122.73857854838958,7.353356174617742,281114.49122436374,428.9286903713671,690.9369933218637,516.3567723314437,36.48477637703482,24718.63138342055,4.6517643789115946e-5,0.00045266931645455527,0.004784867928276188,0.037472098071635346,0.332513193029916,8.155482565973103e18
LB,x,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0e-6,1.0e-6,1.0e-6,1.0e-6,1.0e-6,x
UP,x,5000.0,5000.0,1000.0,1000.0,1.0e9,1000.0,10000.0,10000.0,1000.0,1.0e6,0.5,0.5,0.5,0.5,0.5,x
