x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
Run/Bounds,F_min,τ_r0,τ_nr0,τ_2t,τ_1t,τ_1e,τ_1d,α,β,r,C,η_01,η_02,η_03,η_04,η_05,Seed
Run 1,-2.8719115679928577e8,374.8025728609156,215.1203756319792,8.560186487705995,23.873662204782697,9.999998029987245e8,140.33720341516232,335.9860636401443,848.4830115296528,1.0000000000309361,14580.015685586577,8.491201569560579e-5,0.0007812582502573896,0.008147173368175857,0.06004705283593616,0.4999999999976747,7.503337654686457e18
LB,x,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0e-6,1.0e-6,1.0e-6,1.0e-6,1.0e-6,x
UP,x,5000.0,5000.0,1000.0,1000.0,1.0e9,1000.0,10000.0,10000.0,1000.0,1.0e6,0.5,0.5,0.5,0.5,0.5,x
